Datetime,LMP,HenryHub
2016-07-08,30.511652500000004,2.8
2016-07-09,28.98150791666667,2.8
2016-07-10,27.472367499999997,2.8
2016-07-11,31.39272625000001,2.88
2016-07-12,31.93999875,2.88
2016-07-13,35.25680249999999,2.81
2016-07-14,35.25312208333333,2.79
2016-07-15,34.029698333333336,2.7
2016-07-16,29.97885708333333,2.7
2016-07-17,29.08514041666667,2.7
2016-07-18,31.35625166666667,2.83
2016-07-19,32.45432375000001,2.83
2016-07-20,38.44225458333333,2.76
2016-07-21,42.68657375000001,2.76
2016-07-22,43.13433625,2.8
2016-07-23,42.54268291666667,2.8
2016-07-24,43.44443208333334,2.8
2016-07-25,49.19617958333331,2.8
2016-07-26,45.63527333333334,2.84
2016-07-27,50.20133416666667,2.84
2016-07-28,53.867617500000016,2.79
2016-07-29,50.62208166666666,2.97
2016-07-30,38.86809791666667,2.97
2016-07-31,34.372722499999995,2.97
2016-08-01,39.3904025,2.97
2016-08-02,40.97288166666667,2.79
2016-08-03,39.82399416666666,2.89
2016-08-04,38.21336708333333,2.89
2016-08-05,36.738479999999996,2.88
2016-08-06,33.58113541666666,2.88
2016-08-07,32.01964833333333,2.88
2016-08-08,36.59898208333333,2.85
2016-08-09,35.488527916666655,2.85
2016-08-10,34.27075,2.76
2016-08-11,36.04104416666666,2.7
2016-08-12,37.90456125,2.7
2016-08-13,37.71030583333333,2.7
2016-08-14,38.868395,2.7
2016-08-15,45.47616250000001,2.75
2016-08-16,46.12370416666665,2.75
2016-08-17,42.83098208333333,2.76
2016-08-18,44.65110958333332,2.75
2016-08-19,39.34523958333333,2.67
2016-08-20,34.73525791666667,2.67
2016-08-21,31.474025,2.67
2016-08-22,34.38706041666667,2.75
2016-08-23,34.154425416666676,2.75
2016-08-24,35.09471,2.82
2016-08-25,34.55200666666667,2.89
