Word,PhonDISC,num_sylls_est,num_homophones,neighborhood_size,p_normalized,meanings,num_phones,normalized_surprisal
limejuice,l2m_us,2,0,0,5.252078082093515e-15,1,6,2.722021480260189
limekiln,l2mkIln,2,0,0,4.640185195266188e-12,1,7,1.912274963075865
limelight,l2ml2t,2,0,0,7.034831186621881e-09,1,6,1.7008677292359045
limestone,l2mst5n,2,0,0,2.901141290338881e-09,1,7,1.5128415964951125
limey,l2mI,2,1,5,1.1347552146401232e-05,2,4,1.7493894671165164
limit,lImIt,2,1,6,1.3872184140779676e-05,2,5,1.382063042119527
limpet,lImpIt,2,0,2,7.305579739929876e-05,1,6,1.031467561704124
limpid,lImpId,2,0,2,1.031224977980737e-05,1,6,1.1731844386385075
limply,lImplI,2,0,2,3.17550906110338e-06,1,6,1.258441116554973
limpness,lImpnIs,2,0,0,2.062797117709576e-08,1,7,1.3911433628185481
linchpin,lInJpIn,2,0,0,1.659883899029716e-09,1,7,1.547483191909216
Lincoln,lINk@n,2,0,0,6.154008304348334e-06,1,6,1.2105503296131828
linctus,lINkt@s,2,0,0,1.5730367279316993e-05,1,7,0.97938874182897
linden,lInd@n,2,0,1,6.678147401354855e-08,1,6,1.5379673424969174
lineal,lIn7l,2,0,3,4.7425782962340246e-07,1,5,1.6752891092314335
linear,lIn7R,2,0,1,3.163081729892653e-05,1,5,1.3104699283950512
lineman,l2nm@n,2,0,1,5.172890917189396e-06,1,6,1.2231211225453464
linen,lInIn,2,0,2,1.940226647014921e-07,1,5,1.7529215181518207
lineout,l2n6t,2,0,0,5.4949820283738894e-11,1,5,2.4624987558516063
liner,l2n@R,2,0,13,5.229692029940517e-05,1,5,1.2667967882157334
linesman,l2nzm@n,2,0,1,1.9125094746432902e-09,1,7,1.538693780042142
lingam,lINg@m,2,0,1,4.888558317632213e-08,1,6,1.5605465425344975
linger,lINg@R,2,0,3,4.801266279149727e-06,1,6,1.228517377157432
lingo,lINg5,2,0,3,8.737258498602266e-07,1,5,1.6222169741588968
lingual,lINgw@l,2,0,0,2.37246913490543e-06,1,7,1.0967513549341068
linguist,lINgwIst,2,0,0,1.370068141431746e-09,1,8,1.3644647359951294
lining,l2nIN,2,0,7,1.1247358452574645e-06,1,5,1.6002819038677358
linkage,lINkI_,2,0,0,3.806759547849546e-05,1,6,1.0786507683266795
linkboy,lINkb4,2,0,0,2.4198865217245587e-11,1,6,2.111444175834254
linkman,lINkm{n,2,0,0,2.8169244218099434e-10,1,7,1.6575264086617907
linkup,lINkVp,2,0,1,1.8750157348161048e-06,1,6,1.2965758565053171
linnet,lInIt,2,0,6,1.8756290414615007e-06,1,5,1.5558626214165385
lino,l2n5,2,0,4,4.986337555207566e-07,1,4,2.08866959511653
linseed,lInsid,2,0,0,1.32611652257423e-10,1,6,1.9883130615852045
lion,l2@n,2,0,7,8.62676001499677e-05,1,4,1.5291530847316657
lipid,lIpId,2,0,2,4.127051579020643e-09,1,5,2.0873640318009654
lipstick,lIpstIk,2,0,1,2.4922245858342093e-08,1,7,1.379410411372961
liquesce,lIkwEs,2,0,0,6.723637298793875e-07,1,6,1.3708092963173761
liqueur,lIkj9R,2,0,1,4.678465685923045e-07,1,6,1.397059434522231
liquid,lIkwId,2,1,0,1.841207861801864e-08,2,6,1.6312262058350733
liquor,lIk@R,2,0,17,2.410339866678944e-05,1,5,1.3340763543289058
lira,l7r@,2,0,2,1.257914397260543e-05,1,4,1.7382022419591188
lisping,lIspIN,2,0,0,4.010272586216636e-11,1,6,2.074881027025409
lissom,lIs@m,2,0,1,1.8672990766218104e-06,1,5,1.5562492346373002
listenable,lIsH@bP,2,0,0,2.807788159047765e-09,1,7,1.5148708167758733
listener,lIsH@R,2,0,0,6.24077318190588e-10,1,6,1.8762036095011547
listless,lIstlIs,2,0,0,4.359687126063933e-09,1,7,1.4875721046417445
lithely,l2DlI,2,0,5,2.684718116434837e-06,1,5,1.524712272442713
lithium,lIT7m,2,0,0,2.3230182182281192e-11,1,5,2.5372814879753762
litmus,lItm@s,2,0,0,1.2858942139623239e-09,1,6,1.8238758022455859
litre,lit@R,2,0,15,4.690271576282269e-05,1,5,1.2762524131316788
litter,lIt@R,2,1,15,0.0006834344814321,2,5,1.043552633818141
littleness,lItPnIs,2,0,0,4.274370978808775e-09,1,7,1.4887982633042969
livable,lIv@bP,2,0,1,1.6468320384884187e-06,1,6,1.3059684580326854
livelong,lIvlQN,2,0,0,9.560836114048068e-12,1,6,2.1786606969646365
lively,l2vlI,2,0,4,5.2234989583167635e-09,1,5,2.0668997086407
liver,lIv@R,2,1,11,0.0001366362351954,2,5,1.1833788336907791
livestock,l2vstQk,2,0,0,2.1398389055454128e-14,1,7,2.2460112823205702
livid,lIvId,2,0,3,5.26518559233306e-06,1,5,1.466209274283106
living,lIvIN,2,1,3,2.752665360944788e-05,2,5,1.3225413275649571
lizard,lIz@d,2,0,3,2.143706706903393e-07,1,5,1.744258937785813
loaded,l5dId,2,0,1,3.771659722853428e-05,1,5,1.2951855103245955
loafer,l5f@R,2,0,5,2.429783007388629e-07,1,5,1.7333785130251638
loamy,l5mI,2,0,6,7.00090559264691e-07,1,4,2.051826458603865
loanword,l5nw3d,2,0,0,2.218578404375038e-08,1,6,1.6177308790637739
loathing,l5DIN,2,0,1,1.090989236843724e-05,1,5,1.4029279179121121
loathly,l5DlI,2,0,3,1.0260497708776549e-08,1,5,2.0082583255817488
loathsome,l5Ds@m,2,0,1,1.620915911505829e-09,1,6,1.8071165950271908
lobby,lQbI,2,1,6,5.164532606658776e-07,2,4,2.084857257979422
lobster,lQbst@R,2,0,1,6.488287268518156e-08,1,7,1.3200471408066998
locale,l5k#l,2,0,0,1.0108150304928349e-08,1,5,2.0095576729045126
locate,l5k1t,2,0,1,0.0018829176469045,1,5,0.9555257459851525
location,l5k1SH,2,0,2,0.0011295960301416,1,6,0.8332561497022505
lockable,lQk@bP,2,0,1,3.2412553875914435e-08,1,6,1.5902911339963113
locker,lQk@R,2,0,13,1.3904211085629794e-06,1,5,1.581862740655335
locket,lQkIt,2,0,5,1.4671181944368043e-06,1,5,1.5771989905231751
lockjaw,lQk_$,2,0,0,7.132723126855533e-12,1,5,2.6398409378867824
locknut,lQknVt,2,0,0,7.757184846420297e-13,1,6,2.3604593192067416
lockout,lQk6t,2,0,3,5.1392423827248594e-08,1,5,1.8683121909568836
locksmith,lQksmIT,2,0,0,1.0230791408003679e-10,1,7,1.7203644036511199
lockstitch,lQkstIJ,2,0,0,1.025096741242148e-12,1,7,2.0059564575325894
lockup,lQkVp,2,0,0,2.2883060146276464e-09,1,5,2.138589190706586
loco,l5k5,2,0,2,3.043897062287482e-05,1,4,1.6422575235367658
locum,l5k@m,2,0,2,2.7496598491170304e-05,1,5,1.3226362167096057
locus,l5k@s,2,0,4,6.602605412655721e-05,1,5,1.2465489424111624
locust,l5k@st,2,0,1,1.2178593367435897e-08,1,6,1.661143820939272
locution,l5kjuSH,2,0,0,1.5801767250748692e-08,1,7,1.407679199284424
lodestar,l5dst#R,2,0,0,5.6837228210310965e-11,1,7,1.75683245216711
lodestone,l5dst5n,2,0,0,4.1622749707807655e-08,1,7,1.3475898983119023
lodger,lQ_@R,2,0,6,4.4567934030835954e-05,1,5,1.2806875106050062
lodging,lQ_IN,2,0,4,1.6021369519214218e-07,1,5,1.7695520836939207
lodgings,lQ_INz,2,0,2,3.204227649932365e-09,1,6,1.757789448653514
lodgment,lQ_m@nt,2,0,0,0.000153816499265,1,7,0.8379224475264204
loess,l5Is,2,0,1,1.3023559697333085e-06,1,4,1.984432587635906
lofted,lQftId,2,0,1,1.786109774441894e-08,1,6,1.6334253180820875
lofty,lQftI,2,0,3,2.948794247646941e-07,1,5,1.7165631169920208
Logan,l5g@n,2,0,1,0.0006642055907576,1,5,1.0460315057623295
logbook,lQgbUk,2,0,0,1.4098529269391235e-10,1,6,1.9838810408929506
logger,lQg@R,2,0,6,0.0002139176873382,1,5,1.1444426721693364
loggia,l5_@,2,0,0,2.190851814125332e-07,1,4,2.1779617630248014
logging,lQgIN,2,0,5,0.0002222142885565,1,5,1.1411376149303318
logic,lQ_Ik,2,0,2,8.458790371495982e-05,1,5,1.2250303586743274
logical,lQ_IkP,2,0,2,0.0031573387598269,1,6,0.7588564790931113
logician,l5_ISH,2,0,0,2.5732683541348835e-10,1,6,1.94032916275373
logjam,lQg_{m,2,0,0,2.4789092276278184e-15,1,6,2.776366571919384
loincloth,l4nklQT,2,0,0,2.4248785525595578e-12,1,7,1.9525385804753177
loiter,l4t@R,2,0,7,2.7202718840154e-05,1,5,1.3235695485686114
lollop,lQl@p,2,0,2,4.394695892144039e-07,1,5,1.6819062455723348
lolly,lQlI,2,0,14,5.524755649049391e-07,1,4,2.0775367452483104
London,lVnd@n,2,0,2,7.107222251497187e-06,1,6,1.2001266931774668
lonely,l5nlI,2,0,3,7.100187246198597e-07,1,5,1.6402380507098333
loner,l5n@R,2,0,9,4.763679963525154e-06,1,5,1.474903495777007
lonesome,l5ns@m,2,0,1,1.2158793682455086e-09,1,6,1.827928261079457
longboat,lQNb5t,2,0,1,5.643893743504374e-05,1,6,1.05014687114266
longbow,lQNb5,2,0,1,5.034714504340967e-05,1,5,1.2700970413810484
longhaired,lQNh8d,2,0,0,6.677973406630122e-11,1,6,2.03796922839752
longhand,lQNh{nd,2,0,0,3.6307203706828316e-09,1,7,1.4989238933926612
longhop,lQNhQp,2,0,0,6.492406097517427e-10,1,6,1.8733423964465923
longing,lQNIN,2,1,3,3.17224011936766e-05,2,5,1.310218800456966
longish,lQNIS,2,0,1,3.0184320899003884e-06,1,5,1.5145357292596813
longship,lQNSIp,2,0,0,1.8989878098630952e-08,1,6,1.6289896464582532
longshore,lQNS$R,2,0,0,8.29143151302218e-11,1,6,2.0223050896347834
longstop,lQNstQp,2,0,0,7.40901446432425e-08,1,7,1.3118142304282807
longueur,l~Ng3R,2,0,0,5.951453797951528e-17,1,6,3.046306164864111
longways,lQNw1z,2,0,1,1.0214417014466186e-09,1,6,1.840541078536712
longwise,lQNw2z,2,0,1,2.1332695418398639e-10,1,6,1.9539023871591024
loofah,luf@,2,0,0,6.791885909755054e-09,1,4,2.555117418406971
looker,lUk@R,2,0,6,0.0001702909078842,1,5,1.1642537189525208
lookout,lUk6t,2,0,2,1.2067792359404516e-06,1,5,1.5941664453236808
loony,lunI,2,1,3,1.2048221189185766e-05,2,4,1.7428842809107208
loophole,luph5l,2,0,0,2.1980952879740519e-10,1,6,1.951735590061392
loopy,lupI,2,0,3,0.0001002567974655,1,4,1.512836556985962
loosebox,lusbQks,2,0,0,3.4754089505081415e-10,1,7,1.6444934486257405
loosely,luslI,2,0,0,9.944722295752302e-06,1,5,1.410973479117597
looseness,lusnIs,2,0,0,9.227372233491626e-06,1,6,1.181230335862014
looter,lut@R,2,0,13,8.592991445576995e-05,1,5,1.223663135237913
loppings,lQpINz,2,0,1,9.727087403689538e-08,1,6,1.5107462062247903
loquat,l5kwQt,2,0,0,1.6742697179838028e-07,1,6,1.4714391055473728
lordless,l$dlIs,2,0,3,1.1005093533808595e-06,1,6,1.33514438626721
lordly,l$dlI,2,0,2,8.917217862689567e-06,1,5,1.4204461356636084
lordship,l$dSIp,2,0,0,5.801903925318061e-07,1,6,1.3814815871107762
lorgnette,l$njEt,2,0,0,1.053211031540704e-09,1,6,1.8383241093821452
Lori,lQrI,2,1,5,5.969995331266478e-06,2,4,1.8191215160350431
loser,luz@R,2,0,8,1.1045609698489607e-06,1,5,1.6018540724932233
lotto,lQt5,2,0,4,8.802911440025309e-06,1,4,1.7769584307234434
lotus,l5t@s,2,0,1,2.4973945220534264e-08,1,5,1.9309945801728312
loudly,l6dlI,2,0,1,9.394984876771721e-08,1,5,1.8159127940578732
loudmouth,l6dm6T,2,0,0,8.961389289214053e-14,1,6,2.5166807853063236
loudmouthed,l6dm6Dd,2,0,0,8.701291650369433e-17,1,7,2.5875537614329978
loudness,l6dnIs,2,0,0,2.7418178558150613e-10,1,6,1.9357369092058834
lounger,l6n_@R,2,0,0,7.903433662437896e-10,1,6,1.8591073738748414
lour,l6@R,2,0,13,3.852369136465783e-06,1,4,1.8666830402041577
lousy,l6zI,2,0,2,1.9686898508260026e-07,1,4,2.1895706883135775
loutish,l6tIS,2,0,1,5.157644168674658e-12,1,5,2.6680017358474344
louvre,luv@R,2,0,11,1.723868005042052e-06,1,5,1.5631912092793767
louvred,luv@d,2,0,1,1.3841710646124004e-09,1,5,2.1822540578682523
lovable,lVv@bP,2,0,1,3.722958001873677e-08,1,6,1.5802619864335679
lovebird,lVvb3d,2,0,0,1.1627256990867794e-09,1,6,1.8311637973488641
lovechild,lVvJ2ld,2,0,0,1.2849224344855211e-14,1,7,2.277654734822986
loveless,lVvlIs,2,0,2,1.0405966627927974e-09,1,6,1.8391962711438197
lovelorn,lVvl$n,2,1,0,6.004226616442278e-14,2,6,2.545667163376362
lovely,lVvlI,2,1,3,7.034437856775404e-08,2,5,1.8410461316532856
lover,lVv@R,2,0,8,2.540539163974626e-05,1,5,1.329506832284486
lovers,lVv@z,2,0,1,5.934897636197818e-09,1,5,2.0558093645794075
lovesick,lVvsIk,2,0,0,2.521045935691465e-13,1,6,2.441813216109685
lovey,lVvI,2,0,7,1.0671132505620448e-06,1,4,2.0060623857438253
loving,lVvIN,2,0,2,4.0534795574251376e-08,1,5,1.8889264137038624
lowborn,l5b$n,2,0,0,6.97910470086106e-08,1,5,1.8417320683911527
lowbred,l5brEd,2,0,0,1.6737242269495669e-06,1,6,1.3047960255171704
lowbrow,l5br6,2,1,0,9.541192645797215e-07,2,5,1.6145714781757963
lowdown,l5d6n,2,0,2,1.843888873922286e-06,1,5,1.5573450623713718
lower,l5@R,2,1,10,4.33677472858138e-05,2,4,1.6038232980236138
lowland,l5l@nd,2,0,1,1.7891142069512472e-09,1,6,1.7999703318794513
Lowlands,l5l@ndz,2,0,1,2.561830572949967e-10,1,7,1.6634156644870703
lowly,l5lI,2,1,9,6.486396861479054e-05,2,4,1.560114134690669
lowness,l5nIs,2,0,2,0.0003946131970685,1,5,1.0912576900692663
loyal,l4@l,2,0,2,4.5000761444533385e-05,1,4,1.5998100483078626
lozenge,lQzIn_,2,0,0,1.2156832262504127e-10,1,6,1.9946066052008486
LP,Elpi,2,0,1,6.19667716587799e-09,1,4,2.5650752961865866
lubber,lVb@R,2,0,7,6.111642615621916e-05,1,5,1.253260421025704
lucerne,lus3n,2,0,0,3.4276258182692514e-10,1,5,2.3034933300367233
lucid,lusId,2,0,0,3.197718011068653e-05,1,5,1.3095239785096868
luckless,lVklIs,2,0,1,3.519622308286307e-08,1,6,1.584327332321364
lucky,lVkI,2,0,8,8.343415582279967e-05,1,4,1.5327790448688752
lucre,luk@R,2,0,9,5.147859308170205e-06,1,5,1.468166677316226
Luddite,lVd2t,2,0,0,4.979793432514053e-10,1,5,2.271049745506386
ludo,lud5,2,0,2,4.210061187222186e-07,1,4,2.1070429119764813
luggage,lVgI_,2,0,0,9.348579119700417e-08,1,5,1.8163428895382718
lugger,lVg@R,2,0,7,1.671204855836717e-05,1,5,1.3658860733562201
lughole,lVgh5l,2,0,1,5.100816149748619e-05,1,6,1.057470064205077
lugsail,lVgs1l,2,0,0,6.879552920583897e-11,1,6,2.0358166399746813
lukewarm,lukw$m,2,0,0,1.684837767794827e-11,1,6,2.137650327736649
lumbar,lVmb@R,2,2,6,6.754673288097386e-05,3,6,1.0371426179744019
lumme,lVmI,2,0,14,0.0001153638105347,1,4,1.497597615755397
lummox,lVm@ks,2,0,1,7.700991937881603e-06,1,6,1.1943188978176287
lumpish,lVmpIS,2,0,1,2.946890553515569e-07,1,6,1.4305160081721269
lumpy,lVmpI,2,0,6,3.335754084643411e-06,1,5,1.505853205828932
lunar,lun@R,2,0,8,2.1148112002529987e-05,1,5,1.3454376907661176
lunate,lun1t,2,0,0,5.920281451737373e-08,1,5,1.8560235403898886
luncheon,lVnJ@n,2,0,1,2.895354933903391e-08,1,6,1.5984597075497071
lunchtime,lVnJt2m,2,0,0,4.520303132308039e-13,1,7,2.0567560708551715
lungfish,lVNfIS,2,0,0,4.209839780458177e-11,1,6,2.0713657480028025
lupin,lupIn,2,0,1,1.4354836714650817e-06,1,5,1.579092359769674
lurcher,l3J@R,2,0,4,1.0049452882446977e-07,1,5,1.8100635274647079
lurgy,l3gI,2,0,1,3.30410425353915e-10,1,4,2.883351578398018
lurid,l9rId,2,0,0,1.2739784866502992e-10,1,5,2.3894595922791835
luscious,lVS@s,2,0,0,1.3272748230814036e-07,1,5,1.7858998398491301
lustful,lVstfUl,2,0,1,2.306762019806472e-05,1,7,0.9556367519109834
lustre,lVst@R,2,0,6,0.0012185351159689,1,6,0.8277703343929583
lustrous,lVstr@s,2,0,0,5.970485789138645e-07,1,7,1.182350055236942
lusty,lVstI,2,0,6,0.0004569036437441,1,5,1.0785270868256704
Luther,luT@R,2,0,5,1.9619939483851484e-08,1,5,1.9519524784275926
lycee,lis1,2,0,3,6.89155340252844e-09,1,4,2.553535732448791
lyceum,l2s7m,2,0,0,1.421852762708208e-09,1,5,2.1799210858928313
lychee,l2Ji,2,0,0,1.0659285681270291e-11,1,4,3.256182988418543
lyric,lIrIk,2,1,2,1.7224982685222755e-09,2,5,2.163260252323128
lyrical,lIrIkP,2,0,2,5.490253131074748e-10,1,6,1.8854779478907628
lyrics,lIrIks,2,0,2,1.9642365352765872e-11,1,6,2.1265443784787474
Lysol,l2sQl,2,0,0,1.8446394354918973e-08,1,5,1.9573097133405208
MA,Em1,2,0,5,4.481431666342389e-08,1,3,3.1336810923420297
macaw,m@k$,2,0,0,1.231026058044072e-09,1,4,2.740548202393538
machine,m@Sin,2,1,1,1.946780761166773e-12,2,5,2.752628601981761
mackerel,m{kr@l,2,0,0,1.5442041875122042e-08,1,6,1.64395922163572
madam,m{d@m,2,3,3,5.233136939928663e-06,4,5,1.4667395912393946
madcap,m{dk{p,2,0,0,2.9311356042042615e-10,1,6,1.9309040241347544
maddening,m{dHIN,2,0,0,1.859801918069349e-09,1,6,1.7971655607267065
madder,m{d@R,2,0,7,8.294072441897906e-06,1,5,1.4267384462775092
madhouse,m{dh6s,2,0,0,1.2579034743278908e-09,1,6,1.8254687898318867
madly,m{dlI,2,0,4,4.349238042974977e-06,1,5,1.4828093754935687
madman,m{dm@n,2,0,1,3.8662157625632054e-07,1,6,1.4108623280869814
madness,m{dnIs,2,0,2,6.1072031041318025e-06,1,6,1.2111029487152376
madras,m@dr#s,2,0,0,3.321960151466308e-09,1,6,1.7551776061774573
madrigal,m{drIgP,2,0,0,1.7007688273538496e-12,1,7,1.9745449669111463
maelstrom,m1lstrQm,2,0,0,1.3030291940716968e-13,1,8,1.867188238693339
maenad,min{d,2,0,0,6.2730171820312125e-09,1,5,2.0509967157098155
maestro,m2str5,2,0,0,3.0332177796739515e-09,1,6,1.7617594104384926
maffick,m{fIk,2,0,3,3.728680257176246e-05,1,5,1.2961809824839867
mafia,m{f7,2,1,1,1.402444404250558e-06,2,4,1.9763936004211102
maggot,m{g@t,2,0,3,2.3878385289792544e-05,1,5,1.3348910200316113
Magi,m1_2,2,0,0,1.0578696875222041e-09,1,4,2.757006970679087
magic,m{_Ik,2,1,3,1.0579770935120848e-05,2,5,1.4055967581677262
magical,m{_IkP,2,0,1,5.137595684764747e-06,1,6,1.223616688698776
magician,m@_ISH,2,0,1,7.683919220439365e-09,1,6,1.694479544179585
magma,m{gm@,2,0,0,2.6481370962717023e-06,1,5,1.52590391809978
magnate,m{gn1t,2,0,1,0.0001595577801398,1,6,0.9749236783522272
magnet,m{gnIt,2,0,1,0.003497140401233,1,6,0.7514578311943837
Magnol,m{njQl,2,0,1,3.041940343045043e-09,1,6,1.7615515604990817
magnum,m{gn@m,2,0,0,0.0002003986137683,1,6,0.9584275571012909
magpie,m{gp2,2,0,0,3.2137713891982005e-07,1,5,1.7090890151074654
magus,m1g@s,2,0,0,1.676660260110002e-09,1,5,2.165602996949324
Magyar,m{gj#R,2,1,0,1.7188263756567554e-11,2,6,2.1362046743763345
mahjong,m#_QN,2,0,0,1.5269789455408127e-08,1,5,1.973725401345265
mahout,m@h6t,2,0,0,8.644034952161345e-09,1,5,2.0231487082704502
maidenhair,m1dHh8R,2,0,0,1.478606527907175e-10,1,7,1.6975153480574983
maidenhead,m1dHhEd,2,0,1,5.957259059629616e-08,1,7,1.325344795604685
maidenhood,m1dHhUd,2,0,1,2.939893985508953e-08,1,7,1.369161197983468
maidenlike,m1dHl2k,2,0,0,5.38901536523108e-10,1,7,1.6172786619675927
maidenly,m1dHlI,2,0,0,9.960233403689369e-07,1,6,1.3423650900049913
mailbag,m1lb{g,2,0,0,1.1947628004023585e-08,1,6,1.6625297272487123
mailboat,m1lb5t,2,0,1,6.108159332581098e-07,1,6,1.3777582830741384
mailbox,m1lbQks,2,0,0,5.473465716453757e-09,1,7,1.4734568076358372
mailman,m1lm{n,2,0,0,7.0622538229696604e-09,1,6,1.7005861222072374
mainland,m1nl@nd,2,0,0,2.736269518673305e-07,1,7,1.2307573118700748
mainline,m1nl2n,2,0,0,4.897202881100312e-08,1,6,1.5604186598856506
mainly,m1nlI,2,0,5,9.075799785318272e-05,1,5,1.218915029795243
mainmast,m1nm#st,2,0,0,1.6999496061536028e-10,1,7,1.6888605726330854
mainsail,m1ns1l,2,0,0,2.7027778305948275e-10,1,6,1.93677495127485
mainspring,m1nsprIN,2,0,0,2.0060575568151345e-11,1,8,1.593764583276321
mainstay,m1nst1,2,0,0,2.86579492470594e-11,1,6,2.0992024910711318
mainstream,m1nstrim,2,0,0,3.232309208158483e-10,1,8,1.4428683945254406
maintain,m1nt1n,2,0,0,4.889552566706505e-10,1,6,1.8938651560208448
major,m1_@R,2,1,5,3.752458142257816e-05,2,5,1.2956288398284432
maker,m1k@R,2,0,10,0.0009987133053033,1,5,1.0106038439715457
makeshift,m1kSIft,2,1,0,4.261737865588665e-14,2,7,2.2032676174818246
makeweight,m1kw1t,2,0,0,1.4450397786231195e-09,1,6,1.8154300422085392
making,m1kIN,2,0,6,0.0009509015652043,1,5,1.0148648986760302
makings,m1kINz,2,0,2,4.0375638506879367e-05,1,6,1.0743901087067305
malaise,m{l1z,2,0,0,2.083620249700377e-09,1,5,2.146728297231449
Malay,m@l1,2,2,2,2.8937299831988384e-06,3,4,1.897750512852565
malfeasance,m{lfizHs,2,0,1,1.4004302563103065e-12,1,8,1.7382748213132344
malfeasant,m{lfizHt,2,0,1,5.111015955020909e-12,1,8,1.6679941023682254
malformed,m{lf$md,2,0,0,2.7656985769160287e-05,1,7,0.9443793156295046
malfunction,m{lfVNkSH,2,1,0,3.0793091174376104e-09,2,9,1.1737785297504455
Mali,m#lI,2,0,9,0.0024192969032978,1,4,1.1671927215241027
Malian,m#l7n,2,1,2,0.0001639465129518,2,5,1.1675515743454987
malice,m{lIs,2,0,5,3.886899059712295e-05,1,5,1.2925713586419671
malign,m@l2n,2,1,1,9.5192968066226e-06,2,5,1.4147710375068794
mallard,m{l#d,2,0,1,3.70236860772354e-07,1,5,1.6967960801440287
malleable,m{l7bP,2,0,0,2.607793929518468e-10,1,6,1.9393644642675207
mallet,m{lIt,2,0,6,2.607479290544592e-05,1,5,1.3272478375667884
mallow,m{l5,2,0,9,0.0001812107819348,1,4,1.448569005315362
malmsey,m#mzI,2,0,0,3.396298185962408e-07,1,5,1.7042908484977737
Malta,m$lt@,2,0,1,8.619881304450336e-08,1,5,1.8233917539990596
Maltese,m$ltiz,2,1,0,4.8012672601747576e-11,2,6,2.061850695701135
Malthus,m{lT@s,2,0,0,3.618190051587253e-13,1,6,2.415661446742947
maltreat,m{ltrit,2,0,0,5.2622343324602245e-11,1,7,1.7616128388424517
maltster,m$ltst@R,2,0,0,5.863916147893925e-09,1,8,1.285534038028791
mama,m#m@,2,0,5,0.000191588148439,1,4,1.442522853833628
mamba,m{mb@,2,0,2,2.9229548847502963e-06,1,5,1.5173275886960318
mambo,m{mb5,2,0,1,2.6049766546015025e-06,1,5,1.5273312440128284
mammon,m{m@n,2,0,6,1.1404230331154589e-05,1,5,1.3990788150937292
mammoth,m{m@T,2,0,1,1.2785592090846497e-07,1,5,1.7891478421937212
mammy,m{mI,2,0,11,1.817632763665836e-05,1,4,1.6982384782944886
manacle,m{n@kP,2,1,1,3.98685002737816e-06,2,6,1.2419716927408266
manage,m{nI_,2,0,3,0.0011544296027938,1,5,0.9980185201774738
mandate,m{nd1t,2,1,0,6.883932751968903e-09,2,6,1.7024372394189493
mandible,m{ndIbP,2,0,0,1.8507390636931526e-10,1,7,1.6835878376984719
mandrake,m{ndr1k,2,0,0,1.3390752438937147e-06,1,7,1.132236439217882
mandrill,m{ndrIl,2,0,0,1.2105902112162548e-07,1,7,1.281351842533432
manful,m{nfUl,2,0,2,1.4831283417054523e-09,1,6,1.8135468869242386
manger,m1n_@R,2,0,3,0.000114380300989,1,6,0.9990181367648602
mango,m{Ng5,2,0,3,9.48303753111484e-06,1,5,1.415102517252536
mangrove,m{Ngr5v,2,0,0,5.878330913629984e-11,1,7,1.7547437178746061
mangy,m1n_I,2,0,3,0.0002089494642873,1,5,1.1464837587233496
manhandle,m{nh{ndP,2,0,1,1.2244014814133558e-07,1,8,1.1205670261568736
manhattan,m{nh{tH,2,0,0,3.488706792141091e-12,1,7,1.9299707978388934
manhole,m{nh5l,2,0,0,1.431805209372102e-08,1,6,1.6494293529080106
manhood,m{nhUd,2,0,0,1.027828047989284e-08,1,6,1.673423265139574
mania,m1nj@,2,0,0,0.000154988459167,1,5,1.1724321389858123
manic,m{nIk,2,0,7,0.0019236626259901,1,5,0.9536662296575775
mankind,m{nk2nd,2,0,0,5.2121590145568626e-09,1,7,1.4764917712529826
manlike,m{nl2k,2,0,0,1.7358754909629924e-05,1,6,1.1354902473822763
manly,m{nlI,2,0,4,0.0002514140256003,1,5,1.1304141107367092
manna,m{n@,2,0,9,0.0001009706642411,1,4,1.512066210584338
manner,m{n@R,2,1,12,5.711213351360985e-05,2,5,1.2591463342831055
mannered,m{n@d,2,0,4,0.0004493296276392,1,5,1.0799789999678837
manners,m{n@z,2,0,3,2.959519478610694e-07,1,5,1.7162477705864767
mannish,m{nIS,2,0,4,6.283874949810606e-05,1,5,1.2508465043435606
manque,mqNk1,2,0,0,3.1067000778463146e-13,1,5,2.9120321454666658
mansard,m{ns#d,2,0,1,2.330226131912366e-07,1,6,1.4475103312279909
mantelpiece,m{ntPpis,2,0,0,1.1406510991007771e-12,1,8,1.749413404043365
mantelshelf,m{ntPSElf,2,0,0,1.173142454206537e-10,1,9,1.3314565893465298
mantis,m{ntIs,2,0,0,8.282513586842071e-06,1,6,1.1890496497758256
mantrap,m{ntr{p,2,0,0,4.2185011721938094e-09,1,7,1.4896145545023587
manual,m{nj9l,2,1,3,3.4203308472994765e-05,2,6,1.0863986564015462
manure,m@nj9R,2,1,1,4.642601454148436e-12,2,6,2.23094977542372
many,mEnI,2,0,10,3.405299393890038e-05,1,4,1.6300761886357324
Maoist,m6Ist,2,1,1,1.911559241220381e-07,2,5,1.754214458766634
Maori,m6rI,2,1,5,1.8905386755570048e-06,2,4,1.9439686223249848
mapping,m{pIN,2,0,3,3.58315963631967e-06,1,5,1.4996387796851807
maquis,m{ki,2,0,2,3.460176845725683e-09,1,4,2.628340439994296
marathon,m{r@TH,2,0,0,4.3150993983577095e-08,1,6,1.569578208582145
maraud,m@r$d,2,0,0,5.110404536769054e-09,1,5,2.068800955126586
marcher,m#J@R,2,0,3,3.018105895567798e-06,1,5,1.5145451163884727
mare,m#r1,2,0,3,3.423292320141623e-05,1,4,1.6295040174622195
margin,m#_In,2,0,3,3.6538269547212827e-07,1,5,1.6979424160648418
