Word,PhonDISC,num_sylls_est,num_homophones,neighborhood_size,p_normalized,meanings,num_phones,normalized_surprisal
covenant,kVv@n@nt,3,1,0,1.1439989736826043e-06,2,8,1.069124706769591
Coventry,kQv@ntrI,3,0,0,3.2087355259490064e-08,1,8,1.2631361707922588
coverage,kVv@rI_,3,0,1,1.7405543798150963e-05,1,7,1.052962241797302
covering,kVv@rIN,3,0,2,1.229499195095331e-05,1,7,1.0745278628907637
coverlet,kVv@lIt,3,0,0,5.050099690226012e-11,1,7,1.844017619672878
covertly,kVv@tlI,3,0,0,3.0688573274410766e-09,1,7,1.5892066558056512
covetous,kVvIt@s,3,0,0,1.1071603049697596e-10,1,7,1.7953161117667982
cowardice,k6@dIs,3,0,0,3.920361091637664e-08,1,6,1.6696828697812764
cowardly,k6@dlI,3,0,0,3.307753717293571e-07,1,6,1.5153150204697654
cowcatcher,k6k{J@R,3,0,0,9.966659521263356e-11,1,7,1.801839095249832
coyote,k45tI,3,0,0,1.3729039941486246e-10,1,5,2.4947566240980246
CPA,sipi1,3,0,1,2.343511975470397e-07,1,5,1.848311222372995
crabbedly,kr{bIdlI,3,0,0,3.115126825970082e-07,1,8,1.1397434445293233
crabbedness,kr{bIdnIs,3,0,0,7.394780865016814e-07,1,9,0.9713886644710085
craftily,kr#ftIlI,3,0,0,8.374486236596405e-06,1,8,0.9610581394809539
craftiness,kr{ftInIs,3,0,0,1.9970164154466484e-11,1,9,1.4790046282460922
craftsmanship,kr#ftsm@nSIp,3,0,0,1.6523545266894005e-05,1,12,0.6161100045370778
cranberry,kr{nb@rI,3,0,0,6.451157500647097e-12,1,8,1.7252232054956465
cranially,kr1nj@lI,3,0,1,8.288760176371238e-08,1,8,1.2116167143596654
cravenly,kr1v@nlI,3,0,0,3.612635777277276e-12,1,8,1.75669988880033
cravenness,kr1v@nIs,3,0,0,6.124032312409838e-11,1,8,1.603048226935227
crazily,kr1zIlI,3,0,0,5.1414906977253063e-08,1,7,1.4143334620862142
craziness,kr1zInIs,3,0,0,5.1649610984852425e-08,1,8,1.237294529268878
creakily,krikIlI,3,0,1,0.000223438281122,1,7,0.8946093867503828
creakiness,krikInIs,3,0,2,0.0005545777710196,1,8,0.7334326038880076
creamery,krim@rI,3,0,0,1.4497122522988655e-09,1,7,1.6357344970878507
creaminess,krimInIs,3,0,3,6.53151532089197e-06,1,8,0.9745511673861577
creative,kri1tIv,3,0,0,4.315177767815317e-07,1,7,1.2823463710577738
creator,kri1t@R,3,1,1,9.234187930543946e-06,2,7,1.0922892257285632
credibly,krEd@blI,3,0,0,5.6947683164781285e-05,1,8,0.8569934036089226
creditable,krEdIt@bP,3,0,0,2.8727064829340573e-05,1,9,0.7947924482794207
creditor,krEdIt@R,3,0,0,8.572813622164305e-05,1,8,0.8347874883717438
credulous,krEdjUl@s,3,0,0,1.4560228212859435e-05,1,9,0.8275839007729588
creepily,kripIlI,3,0,1,7.955705757110304e-07,1,7,1.244392082383914
creepiness,kripInIs,3,0,2,7.096378754388485e-07,1,8,1.0950483127489858
crenellate,krEn@l1t,3,0,0,9.053573768891852e-11,1,8,1.5818254055504728
crepitate,krEpIt1t,3,0,0,1.451360217268919e-06,1,8,1.0562060092976626
crepitation,krEpIt1SH,3,0,0,2.335703523647805e-06,1,9,0.915889508119774
crescendo,krISEnd5,3,2,0,1.4222000598463963e-14,3,8,2.0573078245519083
crestfallen,krEstf$l@n,3,0,0,1.2447527776828892e-10,1,10,1.2516340184912025
cretaceous,krIt1S@s,3,0,0,4.835390695012589e-07,1,8,1.1158739648216223
cretinous,krEtIn@s,3,0,0,2.8858337830450048e-08,1,8,1.2688939969768636
crewmember,krumEmb@R,3,0,0,7.10298774725527e-10,1,9,1.3066646914983922
cricketer,krIkIt@R,3,0,0,0.000160450852911,1,8,0.8007601573713875
crinkliness,krINklInIs,3,0,0,8.10610184687488e-09,1,10,1.070261123298183
crinoline,krIn@lIn,3,0,0,2.990250597561445e-11,1,8,1.6419644628940835
crispiness,krIspInIs,3,0,1,1.880085763629841e-09,1,9,1.259693958680418
criterion,kr2t7r7n,3,0,0,6.558649363523922e-12,1,8,1.7243261094486002
criticize,krItIs2z,3,0,0,9.163914140666234e-07,1,8,1.0811677846859429
crockery,krQk@rI,3,0,1,2.396249543840584e-07,1,7,1.3188416065403656
crocodile,krQk@d2l,3,0,0,1.5797262302209884e-16,1,8,2.3016051824548964
crookedly,krUkIdlI,3,0,0,2.507207047719812e-09,1,8,1.401529136134183
crookedness,krUkIdnIs,3,0,0,1.904868362516894e-09,1,9,1.2590620355800857
crossbencher,krQsbEnJ@R,3,0,0,6.4483072969658786e-12,1,10,1.380197756320688
crossbenches,krQsbEnJIz,3,0,0,1.257116603432579e-15,1,10,1.7512047726600137
crosscountry,krQskVntrI,3,1,0,8.948029737525514e-07,2,10,0.8659695870250725
crosscurrent,krQskVr@nt,3,0,0,4.396044321150373e-05,1,10,0.6968361226641329
crossfire,krQsf2@R,3,0,0,1.8787348774756344e-08,1,8,1.2921947238947145
crossover,krQs5v@R,3,0,0,3.954599690370493e-10,1,8,1.501790095121802
crotchety,krQJItI,3,0,0,2.6129944862524267e-11,1,7,1.8848978279546391
crowdedness,kr6dIdnIs,3,0,0,1.38266054797647e-06,1,9,0.9411897464308053
crucially,kruS@lI,3,0,0,8.478147047439008e-07,1,7,1.2404460491668332
crucifix,krusIfIks,3,0,0,8.039445707802822e-11,1,9,1.4117996869253844
crucifixion,krusIfIkSH,3,1,0,7.341649042549492e-12,2,10,1.374562966918183
cruciform,krusIf$m,3,0,0,9.568539432347598e-12,1,8,1.703822204754913
crucify,krusIf2,3,0,0,7.31251057016732e-09,1,7,1.5353366831621844
crudity,krudItI,3,0,0,4.481204036407393e-10,1,7,1.7085755100724451
crusader,krus1d@R,3,0,0,1.8879560246956207e-10,1,8,1.5419289268424314
crushingly,krVSINlI,3,0,0,1.742042196490087e-06,1,8,1.0462955773161524
crustily,krVstIlI,3,0,0,1.4600976188790478e-05,1,8,0.9308801745345664
crustiness,krVstInIs,3,0,1,9.858187608488024e-05,1,9,0.7352918011285711
cruzeiro,krUz8r5,3,0,0,3.3493199950284713e-14,1,7,2.2980666638355176
crybaby,kr2b1bI,3,0,0,1.338125923362841e-09,1,7,1.640703757810675
cryptogram,krIpt5gr{m,3,0,0,1.267864954939183e-09,1,10,1.1508350291322869
crystalline,krIst@l2n,3,0,1,2.994999163440155e-08,1,9,1.1261140648417778
crystallize,krIst@l2z,3,0,1,5.564424324174202e-07,1,9,0.9851114498426607
cubbyhole,kVbIh5l,3,0,0,3.4163059794727543e-09,1,7,1.5825523611287384
cubism,kjubIz@m,3,0,0,6.06771676173576e-10,1,8,1.4785497486345176
cuckoldry,kVk5ldrI,3,0,0,3.4834046250604323e-13,1,8,1.883677420607447
cucumber,kjukVmb@R,3,0,0,3.5175977712773403e-09,1,9,1.229464123505397
cuirassier,kwIr@s7R,3,0,0,7.311076779622435e-15,1,8,2.0934302430229104
cullender,kVlInd@R,3,0,2,1.4829695061316324e-08,1,8,1.305036383518119
culmination,kVlmIn1SH,3,0,1,2.693983430779712e-07,1,9,1.0201142631897337
culpably,kVlp@blI,3,0,0,1.9412064598769773e-07,1,8,1.1654189451399373
cultivable,kVltIv@bP,3,0,0,2.6138887449107e-13,1,9,1.6882373544729474
cultivate,kVltIv1t,3,0,0,4.6903475276999675e-11,1,8,1.6175272832963914
cultivation,kVltIv1SH,3,0,0,1.7475241178566057e-11,1,9,1.4854444567520906
cultural,kVlJ@r@l,3,0,1,0.0001527126936534,1,8,0.8034435189230896
cumbersome,kVmb@s@m,3,0,0,8.214693778310942e-09,1,8,1.337103988781505
cummerbund,kVm@bVnd,3,0,0,1.2874185437550152e-10,1,8,1.5627129410817198
cumulation,kjumjUl1SH,3,0,1,7.838477923111177e-05,1,10,0.6717191549495091
cumulus,kjumjUl@s,3,0,1,1.8372208620344544e-05,1,9,0.8163624356349339
cunningly,kVnINlI,3,0,1,1.7233725405585437e-06,1,7,1.196434874311797
cupbearer,kVpb8r@R,3,0,0,2.983000046377606e-11,1,8,1.6420962536100654
cupola,kjup@l@,3,0,0,6.952586218830488e-13,1,7,2.1098967008215967
curably,kj9r@blI,3,0,1,0.0012883518410316,1,8,0.687673600824787
curacao,kj9r@s5,3,0,1,5.991944732017343e-10,1,7,1.6905507842989669
curacy,kj9r@sI,3,0,1,0.0004027244990206,1,7,0.8580593198656932
curative,kj9r@tIv,3,1,0,0.0013815696996944,2,8,0.6838813111486328
curator,kj9r1t@R,3,0,0,0.000366174445159,1,8,0.7559669071027123
curettage,kjUrEtI_,3,0,0,2.559513946376904e-11,1,8,1.6504082235877122
curio,kj9rI5,3,0,0,5.5290467756380186e-08,1,6,1.6447955041527955
curiously,kj9r7slI,3,0,1,0.002515059904282,1,8,0.6513593694190665
curlicue,k3lIkju,3,0,0,3.991366674885548e-11,1,7,1.8586145231494877
curliness,k3lInIs,3,0,3,7.337068056475427e-06,1,7,1.106557248787706
curmudgeon,k3mV_@n,3,0,0,3.9043493483869466e-11,1,7,1.8599820884305969
currency,kVr@nsI,3,0,0,5.7303207519635736e-05,1,7,0.9790349081315715
currently,kVr@ntlI,3,0,0,0.0003829134368787,1,8,0.7535403353100174
currishly,k3rISlI,3,0,0,8.467447193284007e-07,1,7,1.240524398874361
cursedly,k3sIdlI,3,0,3,0.0003540281523902,1,7,0.8660550700586731
cursively,k3sIvlI,3,0,2,0.0003632206481473,1,7,0.864464679990611
cursory,k3s@rI,3,0,2,0.0002656350726319,1,6,1.0311896455416776
curtailment,k3t1lm@nt,3,0,0,2.3061242822931183e-09,1,9,1.2498378422539942
curvaceous,k3v1S@s,3,0,0,3.293048791252359e-08,1,7,1.441975017648281
curvature,k3v@J@R,3,0,0,1.2543774352466103e-09,1,7,1.6447135794319443
cushiness,kUSInIs,3,0,2,3.938910253570768e-05,1,7,1.0022924576130963
cuspidor,kVspId$R,3,0,0,3.571952158059237e-13,1,8,1.8823147069479877
cussedly,kVsIdlI,3,0,1,2.437865208386032e-07,1,7,1.3177733713650022
cussedness,kVsIdnIs,3,0,0,1.5197637857367406e-08,1,8,1.3037058996808366
custodial,kVst5dj@l,3,0,1,2.110113290805938e-13,1,9,1.6985686128936086
custodian,kVst5dj@n,3,0,1,7.589481356291308e-13,1,9,1.636801243393645
custody,kVst@dI,3,0,1,3.264032746759051e-05,1,7,1.0139526831121408
customer,kVst@m@R,3,0,0,4.809872351036038e-07,1,8,1.1161612172734572
customhouse,kVst@mh6s,3,0,0,2.4435147792103573e-12,1,9,1.5803787020957207
cutaneous,kjut1nj@s,3,0,0,0.0001130007500559,1,9,0.7287046625356091
cutaway,kVt@w1,3,0,0,1.759973828939702e-07,1,6,1.5609861798588387
cutlery,kVtl@rI,3,0,0,2.924418348469145e-08,1,7,1.449340541270136
cuttingly,kVtINlI,3,0,1,4.146514877146033e-06,1,7,1.1419628658689278
cwt,hVndr@dw1t,3,1,0,1.113744046226922e-11,2,10,1.3564637893563865
cyanide,s2@n2d,3,0,0,1.0498768103206849e-07,1,6,1.5983808243107351
cyclamate,s2kl@m1t,3,0,0,3.626558555658839e-06,1,8,1.0064910743590738
cyclamen,sIkl@m@n,3,0,0,2.615625488747536e-08,1,8,1.2742309660213043
cyclonic,s2klQnIk,3,0,0,2.9005927919110954e-09,1,8,1.3936170656995936
Cyclopean,s2kl5pj@n,3,0,0,5.52733847658365e-07,1,9,0.9854341365321476
cyclostyle,s2kl5st2l,3,1,0,6.790384950344109e-11,2,9,1.4199476548492556
cyclotron,s2kl@trQn,3,0,0,7.105955742703632e-11,1,9,1.4177556434116447
cylinder,sIlInd@R,3,0,0,3.955878320690832e-06,1,8,1.0017725455471562
cylindrical,sIlIndrIkP,3,0,0,1.0538622317410404e-10,1,10,1.2588639448426806
cymbalist,sImb@lIst,3,1,0,0.0003792842109974,2,9,0.6702731694343149
cynosure,sIn@zj9R,3,0,0,4.89087354544578e-13,1,8,1.8652546068503175
Cyrillic,sIrIlIk,3,1,0,1.369759459793597e-06,2,7,1.2106827115093517
cystitis,sIst2tIs,3,0,0,1.600392014767107e-07,1,8,1.1758996141519404
czarina,z#rin@,3,1,0,4.275448678335274e-10,2,6,1.9967402652301214
dacoity,d@k4tI,3,0,1,8.119028358098111e-15,1,6,2.783653205114204
dactylic,d{ktIlIk,3,1,0,1.419346894711949e-09,2,8,1.4324168421319525
daemonic,dimQnIk,3,1,1,0.0004942845925457,2,7,0.845349459401745
daffodil,d{f@dIl,3,0,0,2.3925092731145305e-12,1,7,2.0332242370375395
daintily,d1ntIlI,3,0,0,2.42874488001178e-08,1,7,1.4608630558447644
daintiness,d1ntInIs,3,0,0,1.0566776134705088e-08,1,8,1.3234350977921374
daiquiri,d2kIrI,3,0,0,2.2076226731258772e-10,1,6,2.0445830738681305
dairying,d8rIIN,3,0,1,6.251669706719469e-08,1,6,1.6359045440065796
dairymaid,d8rIm1d,3,0,0,3.619057017039031e-09,1,7,1.578975409095364
dairyman,d8rIm@n,3,0,0,2.588752495560184e-07,1,7,1.3140475369189482
Dalmatia,d{lm1S@,3,0,1,1.1304803786740714e-12,1,7,2.0797371800193
damages,d{mI_Iz,3,0,0,5.0935772603057786e-11,1,7,1.8434857701418168
damascene,d{m@sin,3,1,0,1.2021107630631434e-11,2,7,1.9330684004831618
damnably,d{mn@blI,3,0,0,1.8100357514447262e-10,1,8,1.5442170169934633
Damocles,d{m@kliz,3,0,0,1.8010697660130448e-13,1,8,1.919486594134079
dandified,d{ndIf2d,3,0,1,1.2243141965022055e-09,1,8,1.4404413004528283
dandify,d{ndIf2,3,0,1,2.6859136933147213e-08,1,7,1.4546187479511488
dangerous,d1n_@r@s,3,0,0,7.032814884532323e-09,1,8,1.345536762848631
daringly,d8rINlI,3,0,0,0.000324873531103,1,7,0.8713869943026582
dashingly,d{SINlI,3,0,0,0.0003417035786661,1,7,0.8682533945428897
daughterly,d$t@lI,3,0,1,3.109485893577392e-06,1,6,1.3531224496751832
dauntlessly,d$ntlIslI,3,0,0,3.184845784968946e-07,1,9,1.0120372090008123
daydreamer,d1drim@R,3,0,0,1.866668640264271e-09,1,8,1.4175445071919506
dazedly,d1zIdlI,3,0,0,1.8173072930337776e-06,1,7,1.1931421313624953
DDT,diditi,3,0,0,6.91270047076932e-11,1,6,2.1286292583008426
deaconess,dik@nEs,3,0,0,1.472301351911713e-07,1,7,1.3490609397321827
deadliness,dEdlInIs,3,0,0,2.8915211093856804e-06,1,8,1.0187871152251626
deanery,din@rI,3,1,1,5.103858471602596e-05,2,6,1.1505874443274375
deathlessly,dETlIslI,3,0,0,0.0010297308566264,1,8,0.6998374452638858
debarkation,dib#k1SH,3,0,1,1.892420112846457e-09,1,8,1.4168007167330905
debasement,dIb1sm@nt,3,0,1,1.641769251950288e-09,1,9,1.2662345745909893
debatable,dIb1t@bP,3,0,0,1.12072988163159e-10,1,8,1.5702402921829788
debater,dIb1t@R,3,0,0,2.0188338880781123e-09,1,7,1.615188957545602
debauchee,dEb$Ji,3,0,0,5.692240369769466e-16,1,6,2.9760233429954006
debenture,dIbEnJ@R,3,0,0,1.8610424623128187e-08,1,8,1.292708375838595
debonair,dEb@n8R,3,0,0,1.5474197676182148e-10,1,7,1.7745450212162168
debunker,dibVNk@R,3,0,0,9.800144625650162e-10,1,8,1.4525238505191735
debutante,dEbjut#nt,3,0,0,1.3417315066795131e-14,1,9,1.8315286301057023
Dec.,dIsEmb@R,3,1,2,0.0003221384221288,2,8,0.7629225952333767
decadence,dEk@d@ns,3,0,1,0.0002973913849127,1,8,0.767261863204931
decadent,dEk@d@nt,3,1,1,0.0009137513400999,2,8,0.7063244077619619
Decalogue,dEk@lQg,3,0,0,9.1579201643036e-09,1,7,1.5213752051172986
decanter,dIk{nt@R,3,0,0,2.6780974547982137e-08,1,8,1.2729496140305487
decathlon,dIk{TlQN,3,0,0,2.0976382617213324e-12,1,8,1.7862115866099464
deceitful,dIsitfUl,3,0,1,1.6390234149575158e-11,1,8,1.6746047663854522
deceiver,dIsiv@R,3,0,1,9.499228225609425e-06,1,7,1.0905335667094764
deceptive,dIsEptIv,3,0,1,5.766888015574928e-05,1,8,0.8563102213572009
decibel,dEsIbEl,3,0,0,2.8647036490962206e-10,1,7,1.7363347982463053
decided,dIs2dId,3,0,1,0.0011411132005237,1,7,0.7934420799471041
deciduous,dIsIdj9s,3,0,0,9.084424297545393e-06,1,8,0.956640734849367
decimate,dEsIm1t,3,0,1,2.635540358686076e-06,1,7,1.170079088276172
decimation,dEsIm1SH,3,0,0,2.788794569663558e-06,1,8,1.0207508456106864
decipher,dIs2f@R,3,0,0,0.0023697878931902,1,7,0.7481019732256085
decisive,dIs2sIv,3,0,2,0.0012118509374495,1,7,0.7897105836930314
declamation,dEkl@m1SH,3,0,2,7.659036537483086e-07,1,9,0.9696943497401355
declarable,dIkl8r@bP,3,0,0,1.923108029680008e-08,1,9,1.147491067531639
declaration,dEkl@r1SH,3,0,2,1.52378374304379e-09,1,9,1.2698333281263816
declination,dEklIn1SH,3,0,0,1.1060728795418846e-08,1,9,1.1741821716958674
decoder,dik5d@R,3,0,0,2.9253034621987463e-05,1,7,1.0207503376905471
decolletage,d1kQlt#Z,3,0,0,6.313825549514443e-17,1,8,2.351391338849235
decollete,d1kQlt1,3,0,0,2.4429141127717233e-16,1,7,2.603359298649373
decompose,dik@mp5z,3,0,0,2.2080911855903175e-07,1,8,1.1584257856114737
decompress,dik@mprEs,3,0,0,5.2967545098883975e-08,1,9,1.0986014937729214
decompression,dik@mprESH,3,0,0,9.484361990040001e-08,1,10,0.9634415167636592
decontrol,dik@ntr5l,3,1,0,2.0734722023854003e-06,2,9,0.9216361190603126
decorate,dEk@r1t,3,0,0,0.0005313172808634,1,7,0.8408670496594468
decoration,dEk@r1SH,3,0,1,0.0002443751209131,1,8,0.7779207874215391
decorous,dEk@r@s,3,0,0,0.0055904362210325,1,7,0.6948539416917818
decorum,dIk$r@m,3,0,0,1.19876722925647e-05,1,7,1.0760983466975609
decrepit,dIkrEpIt,3,0,0,1.6990499081802318e-10,1,8,1.547652144112312
dedicate,dEdIk1t,3,0,2,2.7751290392380328e-05,1,7,1.024020015291444
dedication,dEdIk1SH,3,0,1,2.2381889440042005e-05,1,8,0.9076908178590785
deducible,dIdjus@bP,3,0,1,0.0002738547487011,1,9,0.685989223655944
deductible,dIdVkt@bP,3,0,0,1.2503112838089488e-08,1,9,1.168267237597583
deductive,dIdVktIv,3,0,1,6.754733074362184e-08,1,8,1.2227268871548402
deerstalker,d7st$k@R,3,0,0,9.462358729770128e-09,1,8,1.329427985040864
def,dEfInIt,3,1,1,0.0006539495498742,2,7,0.8279827205449551
defacement,dIf1sm@nt,3,0,2,1.440306999217773e-06,1,9,0.9392186908703177
defalcate,dif{lk1t,3,0,0,2.6968913480647216e-11,1,8,1.6475699798721588
defalcation,dif{lk1SH,3,0,0,2.5835128384494028e-11,1,9,1.4665791849927357
defamation,dEf@m1SH,3,0,2,0.0001455748334292,1,8,0.8060421233932595
defaulter,dIf$lt@R,3,0,0,1.5040424503373234e-05,1,8,0.9292703993710505
defeasible,dIfiz@bP,3,0,0,0.0003377962582132,1,8,0.7603460568044543
defeatist,dIfitIst,3,0,0,8.309803960569812e-08,1,8,1.2114790638349424
defecate,dEf@k1t,3,0,0,3.714480834297862e-06,1,7,1.148789309592084
defecation,dEf@k1SH,3,0,1,2.170249474711531e-06,1,8,1.0343642036523095
defective,dIfEktIv,3,0,3,0.0023743438355496,1,8,0.6544849597988461
defector,dIfEkt@R,3,0,2,0.0003167318493837,1,8,0.7638414440474407
defenceless,dIfEnslIs,3,0,0,7.495481581541963e-05,1,9,0.7485137497417781
defendant,dIfEnd@nt,3,0,2,0.0001576971720326,1,9,0.7126221537505344
defender,dIfEnd@R,3,0,0,0.0004075738374227,1,8,0.7501521238210062
defensible,dIfEns@bP,3,0,0,0.0001387884142529,1,9,0.7187855639218521
defensive,dIfEnsIv,3,1,0,0.0005759810951632,2,8,0.7313768824674933
deference,dEf@r@ns,3,0,0,2.9167983600291385e-05,1,8,0.8933146102332429
deferential,dEf@rEnSP,3,0,2,0.0001156057351016,1,9,0.7276048788219838
deferment,dIf3m@nt,3,0,0,1.373567371259142e-06,1,8,1.0591966654091762
defiance,dIf2@ns,3,0,2,4.085214512215472e-07,1,7,1.285744060425608
defiant,dIf2@nt,3,0,2,3.71143683054889e-08,1,7,1.434554459404049
deficiency,dIfISHsI,3,0,0,9.436961217021084e-05,1,8,0.8295738898447361
deficiently,dIfISHtlI,3,0,0,0.000103035625213,1,9,0.7331595420317406
deficit,dEfIsIt,3,0,1,5.103758933174819e-08,1,7,1.414790447987395
defilement,dIf2lm@nt,3,0,0,6.0865765739882535e-09,1,9,1.203005577648482
defiler,dIf2l@R,3,0,0,6.211640260962958e-08,1,7,1.402602427543983
definable,dIf2n@bP,3,0,0,0.0001827804285187,1,8,0.7936866997279037
definition,dEfInISH,3,0,0,3.2112134627111475e-05,1,8,0.888094264138575
deflower,difl6@R,3,0,0,1.3341565965018522e-06,1,7,1.2123166401641985
defoliant,dif5l7nt,3,0,0,3.113105251393079e-12,1,8,1.764778685617945
deforest,difQrIst,3,0,1,1.808612339689163e-05,1,8,0.9192597249252124
deformation,dif$m1SH,3,0,0,6.627329377708229e-07,1,8,1.0987605916835343
defrayal,dIfr1@l,3,0,0,9.339640791055756e-09,1,7,1.5201561593864124
defrayment,dIfr1m@nt,3,0,0,2.427326065159841e-07,1,9,1.0251439077253341
defroster,difrQst@R,3,0,0,1.6071483780798442e-08,1,9,1.1561519238504614
degradation,dEgr@d1SH,3,0,0,9.174213621846456e-09,1,9,1.1832060489467355
dehydrate,dih2dr1t,3,0,0,1.611935064612895e-08,1,8,1.300509468293085
dehydration,dih2dr1SH,3,0,0,8.18333730214392e-11,1,9,1.4109436485142473
deify,diIf2,3,0,1,1.0411809774246666e-08,1,5,2.1187794128256305
deism,d1Iz@m,3,0,0,0.0006381645485307,1,6,0.9677484357496232
deity,diItI,3,1,1,7.905693265525068e-08,2,5,1.9426966657867748
dejected,dI_EktId,3,0,0,4.227494964038192e-05,1,8,0.8731675237592047
delectable,dIlEkt@bP,3,0,1,2.2284308127934523e-05,1,9,0.8070471260134761
delectation,dilEkt1SH,3,0,0,1.4966898732433336e-10,1,9,1.3818101632007516
delegate,dElIg@t,3,0,2,1.2587436558360117e-05,1,7,1.0730694277578288
delegate,dElIg1t,3,0,2,1.5574989871993747e-05,1,7,1.059856502296239
delegation,dElIg1SH,3,0,1,2.562467126458429e-05,1,8,0.9003456232999839
delicate,dElIk@t,3,0,1,0.0003567541464054,1,7,0.8655791799363006
delicious,dIlIS@s,3,0,0,1.1170523363217609e-06,1,7,1.223335681109306
delightful,dIl2tfUl,3,0,0,1.912940537403315e-09,1,8,1.4162152273172774
delimit,dilImIt,3,0,0,9.478940660806746e-07,1,7,1.2335233549213043
delinquent,dIlINkw@nt,3,1,0,8.654954743885153e-09,2,10,1.06741584876709
deliquesce,dElIkwEs,3,0,0,3.061211191996046e-06,1,8,1.0156912495655315
deliquescence,dElIkwEsHs,3,0,1,1.186221710968449e-07,1,10,0.953725742049658
deliquescent,dElIkwEsHt,3,0,1,1.1917713646041913e-07,1,10,0.9535230342831074
delirious,dIlIr7s,3,0,1,3.124856341344474e-12,1,7,2.0166561760893074
delirium,dIlIr7m,3,0,1,1.1795206820382397e-12,1,7,2.07710253266687
deliver,dIlIv@R,3,0,0,4.4842617728625874e-08,1,7,1.422818904570867
delphinium,dElfIn7m,3,0,0,2.3243900551295787e-10,1,8,1.530639285043358
delusive,dIlusIv,3,0,1,1.7854421235946015e-05,1,7,1.0513825017441882
demagogue,dEm@gQg,3,0,1,1.454549521245993e-07,1,7,1.3498135396105126
demanding,dIm#ndIN,3,0,0,8.060068876349055e-08,1,8,1.2131355669953114
demarcate,dim#k1t,3,0,0,4.9730594232590476e-11,1,7,1.8449713771902398
demarcation,dim#k1SH,3,0,1,7.485876256225473e-10,1,8,1.467147580646837
demeanour,dImin@R,3,0,0,8.59524621319394e-05,1,7,0.9538807096154927
demented,dImEntId,3,0,0,3.081140894391147e-06,1,8,1.0153389663510473
demerit,dimErIt,3,0,0,2.98301457223526e-07,1,7,1.305252559152638
demigod,dEmIgQd,3,0,0,8.34270928821483e-06,1,7,1.0985880255233087
demijohn,dEmI_Qn,3,0,0,1.6804144838289733e-12,1,7,2.0551438389773558
demimonde,dEmIm~nd,3,0,0,4.586419560853419e-21,1,8,2.868743688497445
demister,dimIst@R,3,0,0,8.937833121393933e-05,1,8,0.8325238809153329
democrat,dEm@kr{t,3,1,0,3.2832948408875096e-08,2,8,1.261889175591997
demode,d1m5d1,3,0,0,6.372727664919552e-12,1,6,2.3011829882431303
demolish,dImQlIS,3,0,0,1.807017784539004e-07,1,7,1.3363515517310984
demolition,dEm@lISH,3,0,0,8.184305179654447e-07,1,8,1.0873051842302262
demonstrable,dEm@nstr@bP,3,0,0,5.3323641926236295e-08,1,11,0.8985912259605627
demonstrate,dEm@nstr1t,3,0,1,2.2179704274831656e-05,1,10,0.7265467537653373
demonstration,dEm@nstr1SH,3,0,0,7.367770990565192e-05,1,11,0.6130988336904724
demotic,dImQtIk,3,0,0,1.5429662979547937e-06,1,7,1.2032952641214225
demurely,dImj9lI,3,0,0,5.561604233930895e-09,1,7,1.552317601134696
demureness,dImj9nIs,3,0,0,1.999806018867034e-10,1,8,1.5388044272301757
denatured,din1J@d,3,0,0,2.5754263599624183e-10,1,7,1.7429391646470964
deniable,dIn2@bP,3,0,0,0.0015211393317596,1,7,0.7756077561513439
denial,dIn2@l,3,0,1,9.389879244532192e-06,1,6,1.2731272136324447
denier,dIn2@R,3,0,3,1.5529346354483268e-05,1,6,1.2367116854608105
denigrate,dEnIgr1t,3,0,0,1.0642799542335736e-10,1,8,1.573045925840626
denigration,dEnIgr1SH,3,0,0,1.1394573548356244e-10,1,9,1.394969468112882
denotation,din5t1SH,3,0,0,3.628910768963663e-07,1,8,1.1314558749374848
denouement,d1numqN,3,0,0,1.894588040229944e-16,1,7,2.6191297853632496
density,dEns@tI,3,0,1,1.3156739167183493e-05,1,7,1.0703250034460594
dentifrice,dEntIfrIs,3,0,0,3.5931342337281445e-11,1,9,1.450661094104684
dentistry,dEntIstrI,3,0,0,8.565335636971834e-09,1,9,1.186519878145854
denudation,dinjud1SH,3,0,0,2.0225681199704864e-11,1,9,1.4783911257169435
deodar,dI5d#R,3,0,0,3.068151352149522e-13,1,6,2.5207577515680133
departed,dIp#tId,3,1,0,7.723987033733681e-10,2,7,1.6747973932767706
department,dIp#tm@nt,3,2,1,1.1235733231638752e-08,3,9,1.1734246521925267
departmental,dIp#tmEntP,3,0,0,1.4399722363600875e-09,1,10,1.145306917031045
departure,dIp#J@R,3,0,0,3.0860442616486956e-10,1,7,1.7317173054780004
dependable,dIpEnd@bP,3,0,0,1.4948088384878683e-05,1,9,0.8263152924353634
dependant,dIpEnd@nt,3,1,3,8.67973633499304e-05,2,9,0.7414351951349051
dependence,dIpEnd@ns,3,0,2,5.968730854724435e-05,1,9,0.7595045881228624
depilation,dEpIl1SH,3,0,0,6.576992009138232e-08,1,8,1.2241744968488493
deplorable,dIpl$r@bP,3,0,0,3.014139566791595e-09,1,9,1.2369177701075853
deployment,dIpl4m@nt,3,0,0,0.0038466988507239,1,9,0.5584816779201245
deponent,dIp5n@nt,3,0,0,3.297954416852424e-05,1,8,0.8866473300384831
deportation,dip$t1SH,3,0,0,5.042864870630968e-07,1,8,1.1135932447625252
deportee,dip$ti,3,0,0,1.819914694248642e-09,1,6,1.8918953762383575
deportment,dIp$tm@nt,3,0,1,6.193532819385245e-08,1,9,1.0910538717491036
