Word,Conc,SUBTLEX,AoA
entomb,3.5,5,12.89
housesit,3.5,4,9.22
incubate,3.5,5,11.35
mend,3.5,133,9.11
penetrate,3.5,146,10.83
rebuild,3.5,172,8.95
rung,3.5,71,8.27
stalk,3.5,86,8.22
zip,3.5,389,5.3
accelerate,3.48,65,10.74
anesthetize,3.48,14,12.78
catfight,3.48,10,9.47
delete,3.48,90,7.78
entangle,3.48,6,11.0
injure,3.48,51,7.53
keel,3.48,61,11.5
moisten,3.48,4,9.28
nightclubbing,3.48,1,13.78
overheat,3.48,18,8.74
plop,3.48,43,7.15
recruit,3.48,188,10.68
reproduce,3.48,79,9.89
rob,3.48,1188,7.28
saturate,3.48,10,12.84
spare,3.48,1573,8.35
starve,3.48,314,8.32
whack,3.48,455,6.16
work,3.48,40699,5.86
extinguish,3.47,43,8.95
fumble,3.47,40,8.06
lengthen,3.47,12,7.84
listen,3.47,27784,5.4
demolish,3.46,27,9.11
dilate,3.46,12,12.95
doze,3.46,20,8.0
duplicate,3.46,117,8.95
expose,3.46,360,10.68
fornicate,3.46,25,13.44
nab,3.46,34,7.59
remains,3.46,890,7.87
splotch,3.46,4,8.33
suck,3.46,1779,5.58
awaken,3.45,125,7.17
babysit,3.45,104,5.89
crucify,3.45,111,8.94
handcraft,3.45,3,11.89
jostle,3.45,5,9.94
repackage,3.45,3,9.68
retype,3.45,2,9.56
rotate,3.45,98,7.89
unroll,3.45,9,6.57
blot,3.44,48,8.38
bribe,3.44,308,9.74
cosign,3.44,13,14.83
decelerate,3.44,4,13.19
decorated,3.44,144,5.91
fumigate,3.44,7,11.78
hitchhike,3.44,48,9.53
interlace,3.44,2,12.61
matriarchs,3.44,4,11.32
overcrowd,3.44,1,8.42
ream,3.44,11,12.71
revolve,3.44,35,8.28
turn,3.44,15630,4.11
unfasten,3.44,8,7.89
blacken,3.43,20,9.05
bound,3.43,940,9.0
communicate,3.43,434,7.63
overdress,3.43,1,9.68
permit,3.43,617,9.47
pulsate,3.43,3,13.88
rewrap,3.43,1,9.16
sharpshooting,3.43,4,13.1
sidewinder,3.43,41,11.25
tamperproof,3.43,2,13.69
trespass,3.43,73,9.16
bellow,3.42,23,11.11
chafe,3.42,13,11.68
disable,3.42,79,9.05
elongate,3.42,1,11.79
fetch,3.42,559,6.61
fondle,3.42,25,13.0
outlander,3.42,1,11.76
proofread,3.42,12,8.75
redden,3.42,2,9.21
scald,3.42,14,10.26
scamper,3.42,13,7.78
scour,3.42,31,10.94
squeal,3.42,136,7.0
uncover,3.42,98,7.17
brighten,3.41,70,7.06
combine,3.41,113,7.47
consume,3.41,105,11.47
deport,3.41,40,12.65
invert,3.41,6,11.79
manhandle,3.41,5,12.33
paralyze,3.41,24,9.67
rewash,3.41,1,6.05
rewire,3.41,24,9.56
set,3.41,11805,6.0
shudder,3.41,57,10.16
tranquilize,3.41,7,11.68
bind,3.4,171,10.24
decorate,3.4,118,7.0
disinfect,3.4,20,10.63
flutter,3.4,44,8.35
minesweeping,3.4,1,12.28
whine,3.4,83,5.53
submerge,3.39,20,8.68
vacate,3.39,56,10.33
embrace,3.38,386,7.05
gush,3.38,36,10.0
halt,3.38,575,8.11
jitter,3.38,8,9.56
poach,3.38,17,10.06
reverse,3.38,560,6.89
shut,3.38,13455,4.89
spoke,3.38,1970,6.23
transcribe,3.38,6,13.21
uncurl,3.38,4,8.33
dine,3.37,219,8.95
elevate,3.37,43,9.11
gobble,3.37,120,5.58
levitate,3.37,21,11.06
preach,3.37,122,7.33
shear,3.37,21,8.67
unhinge,3.37,1,11.35
vaccinate,3.37,6,10.72
checkmate,3.36,90,9.0
dangle,3.36,68,6.89
expand,3.36,178,8.42
guzzle,3.36,12,10.33
harden,3.36,28,8.72
icebound,3.36,2,10.95
maim,3.36,22,11.93
prewashed,3.36,2,10.0
rewind,3.36,89,7.79
streetwalking,3.36,3,12.35
underscore,3.36,3,12.21
buy,3.35,9814,5.56
contort,3.35,5,10.44
imprison,3.35,20,9.84
parch,3.35,2,11.82
scuttle,3.35,41,10.58
sell,3.35,4705,7.05
collect,3.34,1020,5.61
cringe,3.34,23,9.11
escape,3.34,2258,6.6
freestanding,3.34,4,10.63
inflate,3.34,25,8.37
mangle,3.34,14,11.29
protrude,3.34,3,12.45
tranquilized,3.34,6,11.32
unhook,3.34,44,7.22
attach,3.33,126,6.39
cleave,3.33,10,13.31
hijack,3.33,79,10.76
perforate,3.33,9,13.05
pose,3.33,347,7.89
replicate,3.33,37,11.26
salivate,3.33,4,10.56
tighten,3.33,146,6.95
waggle,3.33,20,10.0
fill,3.32,2241,5.06
galvanize,3.32,4,13.56
huff,3.32,67,9.28
hydrate,3.32,25,10.22
lop,3.32,22,10.0
occupy,3.32,126,8.89
quote,3.32,488,8.44
rehearse,3.32,230,8.72
repair,3.32,450,7.81
reread,3.32,23,8.42
retrieve,3.32,210,7.61
uncap,3.32,1,7.5
announce,3.31,498,9.48
babble,3.31,44,7.17
cleanse,3.31,74,8.11
dehydrate,3.31,6,10.53
dim,3.31,243,7.06
illustrate,3.31,40,8.32
inscribe,3.31,9,10.11
inspect,3.31,130,8.21
liquefy,3.31,10,12.06
ply,3.31,16,12.0
produce,3.31,564,7.75
ripen,3.31,14,7.22
scramble,3.31,123,8.83
scrunch,3.31,11,6.67
snooze,3.31,46,6.84
transmit,3.31,146,9.78
aspirate,3.3,10,14.41
blondish,3.3,4,10.5
coagulate,3.3,6,13.95
darken,3.3,20,6.85
downshift,3.3,4,12.74
evacuate,3.3,286,8.9
jot,3.3,37,8.17
memorize,3.3,148,6.47
notice,3.3,3022,7.35
relish,3.3,96,7.83
sleepwalk,3.3,13,7.0
slowpoke,3.3,18,5.45
evaporate,3.29,24,10.05
gawk,3.29,16,10.84
hospitalize,3.29,2,7.83
impregnate,3.29,22,12.95
misspell,3.29,3,8.25
multilevel,3.29,3,8.33
resurface,3.29,6,10.5
straggle,3.29,1,10.65
supersize,3.29,5,9.16
tarnish,3.29,19,11.39
thrust,3.29,197,9.72
deform,3.28,6,11.26
edit,3.28,77,9.57
invade,3.28,156,9.39
premed,3.28,37,11.82
shimmer,3.28,28,10.0
trample,3.28,41,9.21
undock,3.28,1,9.74
aim,3.27,758,6.72
douse,3.27,41,12.56
gape,3.27,3,11.72
sag,3.27,41,6.95
unbend,3.27,2,8.22
unchain,3.27,9,7.5
condense,3.26,14,11.3
depressurize,3.26,2,12.29
dispense,3.26,69,9.5
flirt,3.26,200,8.68
follow,3.26,6283,5.11
overwrite,3.26,5,11.44
publish,3.26,260,9.0
rearrange,3.26,88,8.11
reboot,3.26,30,13.56
unclasp,3.26,3,10.0
unwire,3.26,1,8.94
webcasting,3.26,1,15.71
dampen,3.25,16,10.21
deflect,3.25,27,10.06
meditate,3.25,52,11.44
move,3.25,21325,4.62
calibrate,3.24,12,12.89
erode,3.24,6,10.6
gestate,3.24,3,12.94
loosen,3.24,282,7.22
merge,3.24,71,10.68
oink,3.24,55,3.44
orate,3.24,2,13.56
play,3.24,18081,4.1
release,3.24,1851,8.53
waste,3.24,2716,6.5
fatten,3.23,23,7.94
heckle,3.23,16,12.17
pout,3.23,55,7.0
reattach,3.23,17,10.1
remold,3.23,1,13.43
subparagraph,3.23,4,11.0
uproot,3.23,18,10.05
arrive,3.22,953,6.26
born,3.22,4268,4.68
eject,3.22,72,8.05
emit,3.22,20,10.33
encrust,3.22,1,13.94
mimic,3.22,40,8.74
perish,3.22,132,10.95
pillage,3.22,31,11.41
stimulate,3.22,70,9.95
unfroze,3.22,3,8.18
unlink,3.22,1,12.28
vaporize,3.22,18,10.75
capture,3.21,540,6.39
dissect,3.21,50,10.11
hide,3.21,3554,4.47
immobilize,3.21,7,12.5
inhabit,3.21,33,12.22
muffle,3.21,11,9.84
mutter,3.21,22,9.5
open,3.21,16341,5.0
overstuff,3.21,1,10.11
pray,3.21,1847,5.79
refinish,3.21,2,10.18
reposition,3.21,27,11.28
resuscitate,3.21,44,11.74
salvage,3.21,210,10.11
see,3.21,130393,3.06
semisweet,3.21,1,10.17
stargaze,3.21,1,10.17
trudge,3.21,12,12.69
twinkle,3.21,157,4.48
unload,3.21,235,7.86
widen,3.21,42,6.78
deepen,3.2,13,9.21
gouge,3.2,35,10.16
interlock,3.2,18,11.06
plod,3.2,5,10.2
reconstruct,3.2,58,10.63
restring,3.2,1,9.84
spew,3.2,24,8.67
unstring,3.2,1,9.63
blastoff,3.19,32,6.58
conceal,3.19,129,10.81
croon,3.19,12,13.33
detonate,3.19,106,10.06
fed,3.19,810,5.68
fuck,3.19,19307,11.22
install,3.19,138,10.14
oversleep,3.19,8,9.0
pilfer,3.19,1,11.18
reappear,3.19,17,8.65
reside,3.19,56,10.74
sodomize,3.19,4,14.26
splice,3.19,20,13.32
stat,3.19,143,12.58
swoop,3.19,78,6.11
tallish,3.19,2,9.06
tinker,3.19,113,7.61
veer,3.19,55,11.47
descend,3.18,98,9.19
dowse,3.18,2,11.0
evict,3.18,36,10.74
hearing,3.18,2281,6.05
intercept,3.18,215,10.53
launder,3.18,34,10.12
storekeeping,3.18,1,9.56
telemarketing,3.18,18,14.24
uncouple,3.18,8,13.33
amble,3.17,5,11.87
arise,3.17,151,6.89
attend,3.17,715,7.72
blurt,3.17,25,8.76
discuss,3.17,2329,7.89
enlarge,3.17,45,8.26
gamble,3.17,456,9.05
hover,3.17,59,8.58
intertwine,3.17,8,11.0
mingle,3.17,137,10.29
mislabel,3.17,1,9.67
oscillate,3.17,3,14.13
prizewinning,3.17,1,7.78
rescue,3.17,1296,7.17
unearth,3.17,18,11.11
choreograph,3.16,11,13.16
rethread,3.16,2,11.18
solidify,3.16,10,11.26
woolgathering,3.16,3,12.07
bicker,3.15,25,8.94
dictate,3.15,89,10.26
dissolve,3.15,95,9.2
go,3.15,193445,3.37
migrate,3.15,21,9.62
replant,3.15,7,7.83
scoff,3.15,21,12.48
shag,3.15,97,10.53
teach,3.15,3715,4.67
unwrap,3.15,25,4.8
cultivate,3.14,48,12.39
designate,3.14,31,11.6
devour,3.14,54,10.18
reap,3.14,132,9.83
recharge,3.14,60,8.61
remove,3.14,1084,5.67
sanitize,3.14,7,10.89
uncheck,3.14,2,8.67
unshackle,3.14,2,11.28
alphabetize,3.13,5,7.11
appear,3.13,1192,6.67
confiscate,3.13,50,10.78
copulate,3.13,13,13.0
incarcerate,3.13,10,11.94
revive,3.13,94,10.47
cannibalize,3.12,7,11.11
deflate,3.12,13,8.78
deliver,3.12,1446,6.63
download,3.12,168,13.56
enter,3.12,1516,5.67
forage,3.12,16,11.47
freebase,3.12,5,14.88
plummet,3.12,21,12.79
swelter,3.12,2,11.74
absorb,3.11,101,8.83
deafen,3.11,2,8.55
disassemble,3.11,11,9.79
handpick,3.11,5,9.19
hire,3.11,1302,9.0
lie,3.11,6133,3.75
nonfat,3.11,25,8.32
plunder,3.11,43,12.47
preheat,3.11,4,8.89
retire,3.11,499,10.5
shorten,3.11,52,7.33
teleport,3.11,11,8.84
unhitch,3.11,7,9.3
upload,3.11,58,13.33
wake,3.11,5366,5.63
wallow,3.11,82,9.26
wed,3.11,125,6.95
bet,3.1,8763,7.0
borrow,3.1,1495,6.95
burst,3.1,435,7.72
contaminate,3.1,36,10.9
dilute,3.1,19,12.11
hack,3.1,436,11.16
slay,3.1,109,9.39
smother,3.1,60,6.63
sputter,3.1,6,10.05
zoom,3.1,181,8.57
shuck,3.09,13,9.76
centigrade,3.08,11,10.47
demount,3.08,1,10.8
deskbound,3.08,1,11.47
destroy,3.08,2406,6.7
drawl,3.08,4,11.17
rebroadcast,3.08,3,10.21
sashay,3.08,10,11.35
scrounge,3.08,45,10.35
seep,3.08,9,10.06
stow,3.08,64,9.56
thieve,3.08,6,9.29
untangle,3.08,15,6.84
accompany,3.07,242,10.75
alter,3.07,244,9.47
browse,3.07,30,9.89
cater,3.07,64,10.85
chlorinate,3.07,2,11.71
cite,3.07,48,13.29
confine,3.07,50,9.71
constrict,3.07,3,9.75
die,3.07,13318,4.53
dissipate,3.07,11,13.22
earmark,3.07,3,11.83
fidget,3.07,4,8.52
frighten,3.07,324,8.83
graduate,3.07,623,7.56
harmonize,3.07,5,11.68
indent,3.07,6,10.26
jettison,3.07,37,12.38
lend,3.07,595,8.45
manufacture,3.07,124,10.59
obliterate,3.07,18,12.72
outbid,3.07,21,12.39
perform,3.07,821,8.39
recapture,3.07,41,10.42
scold,3.07,67,8.53
stole,3.07,2711,6.05
sue,3.07,1498,11.0
tally,3.07,178,10.16
unseat,3.07,3,10.33
wield,3.07,39,11.33
take,3.06,96443,4.37
bloat,3.04,26,11.56
cohabitate,3.04,2,14.65
congratulate,3.04,358,9.57
consult,3.04,285,10.95
discard,3.04,55,10.42
disturb,3.04,566,8.22
dredge,3.04,24,12.5
encamp,3.04,1,13.31
expedite,3.04,34,14.0
felt,3.04,6111,6.1
foreclose,3.04,34,13.5
medicate,3.04,22,10.53
moisturize,3.04,5,9.1
notify,3.04,367,9.89
plagiarize,3.04,2,12.24
prepay,3.04,6,12.2
pulverize,3.04,11,12.63
recede,3.04,6,11.65
refreeze,3.04,2,9.94
refuse,3.04,1070,9.33
reshoot,3.04,12,10.72
resubmit,3.04,3,10.53
scram,3.04,179,9.24
skedaddle,3.04,28,7.84
splat,3.04,43,6.4
swish,3.04,82,9.89
tamper,3.04,25,11.26
transgendered,3.04,3,16.5
trounce,3.04,3,11.47
uncloak,3.04,1,11.33
unseal,3.04,4,8.89
withdraw,3.04,337,9.89
accept,3.03,2692,6.74
bask,3.03,29,10.95
deface,3.03,5,12.32
disentangle,3.03,3,12.44
grow,3.03,3034,4.79
heal,3.03,578,7.47
marry,3.03,5322,5.83
molest,3.03,31,11.32
nag,3.03,111,9.21
overstep,3.03,14,11.83
polarize,3.03,1,12.37
relinquish,3.03,46,12.44
accumulate,3.0,29,12.3
add,3.0,1686,5.1
annotate,3.0,3,15.12
assassinate,3.0,96,10.11
beckon,3.0,10,11.11
censor,3.0,42,9.74
colorize,3.0,1,11.94
count,3.0,4588,2.61
deactivate,3.0,58,11.83
decode,3.0,55,10.68
decompose,3.0,24,10.48
delouse,3.0,4,12.79
deteriorate,3.0,27,11.78
dismember,3.0,16,13.0
dub,3.0,55,11.06
eradicate,3.0,27,14.75
fail,3.0,1254,6.0
grovel,3.0,61,12.5
immunize,3.0,2,10.53
inflame,3.0,13,11.56
interrupt,3.0,955,6.94
intoxicate,3.0,2,11.33
invite,3.0,1509,6.79
lean,3.0,529,7.17
may,3.0,26080,5.65
meet,3.0,17966,4.74
obtain,3.0,190,9.32
operate,3.0,682,7.11
overturn,3.0,19,8.61
pry,3.0,210,8.06
punctuate,3.0,3,8.28
recast,3.0,16,11.95
reek,3.0,46,8.71
repel,3.0,34,10.4
replace,3.0,681,7.2
reset,3.0,164,9.53
restate,3.0,7,11.19
smuggle,3.0,102,9.94
snoop,3.0,127,8.44
swoon,3.0,31,12.17
televise,3.0,1,10.29
thank,3.0,56877,3.79
unmask,3.0,14,9.32
waft,3.0,8,11.62
activate,2.97,238,11.11
electrify,2.97,5,9.8
locate,2.97,524,7.95
miscarry,2.97,5,12.68
nauseate,2.97,3,10.73
outmaneuver,2.97,4,12.26
recycle,2.97,44,10.61
return,2.97,4676,5.61
sterilize,2.97,24,11.68
unveil,2.97,38,11.0
alight,2.96,21,11.41
amplify,2.96,19,12.06
barter,2.96,46,10.72
beg,2.96,2600,5.78
bore,2.96,395,8.91
clad,2.96,10,10.17
claim,2.96,1295,9.05
defeat,2.96,580,8.74
deploy,2.96,135,12.44
disjoin,2.96,1,13.16
enclose,2.96,17,8.85
greet,2.96,268,6.47
grumble,2.96,9,8.37
halfcocked,2.96,4,11.89
hustle,2.96,402,9.72
insulate,2.96,14,11.0
look,2.96,99311,4.05
nominate,2.96,46,10.67
overexpose,2.96,1,12.17
ovulate,2.96,5,13.26
pressurize,2.96,9,11.67
primp,2.96,6,11.67
propel,2.96,11,10.06
ransack,2.96,14,11.32
reenact,2.96,16,13.83
reframe,2.96,4,10.26
roundish,2.96,1,8.75
rustle,2.96,58,10.32
scare,2.96,1712,4.22
share,2.96,3545,4.84
shutterbug,2.96,4,11.62
throb,2.96,12,10.05
twiddle,2.96,15,9.62
unbury,2.96,1,9.65
unclench,2.96,9,10.94
uncross,2.96,5,7.56
verbalize,2.96,3,11.16
waive,2.96,88,12.63
yap,2.96,73,7.83
waken,2.95,20,8.2
accessorize,2.93,18,11.39
acquire,2.93,135,9.94
adjust,2.93,287,8.43
agitate,2.93,22,10.17
backslide,2.93,1,13.05
customize,2.93,4,12.16
decontaminate,2.93,1,11.37
defibrillate,2.93,8,14.65
deodorize,2.93,2,11.48
dispatch,2.93,350,11.0
euthanize,2.93,11,13.28
extend,2.93,327,9.89
fix,2.93,4426,5.0
haggle,2.93,37,12.75
lighten,2.93,301,7.95
outnumbered,2.93,108,9.56
overeat,2.93,5,7.67
procreate,2.93,25,13.0
radiate,2.93,27,12.5
reassemble,2.93,19,9.05
recalculate,2.93,3,11.53
reconfigure,2.93,26,12.78
remake,2.93,52,8.11
renovate,2.93,13,11.4
spend,2.93,4757,6.44
stammer,2.93,14,9.89
taunt,2.93,32,8.06
teeter,2.93,5,7.25
wager,2.93,202,10.06
yield,2.93,206,8.0
blabber,2.92,8,10.41
ferment,2.92,11,13.2
hibernate,2.92,10,8.37
infuse,2.92,9,14.37
reroute,2.92,43,11.05
restart,2.92,30,7.95
squelch,2.92,12,11.75
subfreezing,2.92,1,10.53
bonk,2.91,17,5.56
nitpick,2.91,5,10.35
preen,2.91,3,13.23
reexamine,2.91,15,11.0
celebrate,2.9,1268,6.21
conquer,2.9,254,10.06
depopulate,2.9,3,13.27
detach,2.9,34,9.22
ensnare,2.9,6,11.35
explore,2.9,317,7.06
reinsert,2.9,3,10.32
repeat,2.9,1684,5.28
tell,2.9,87949,4.26
wilt,2.9,93,7.76
administrate,2.89,2,12.5
answer,2.89,8986,5.43
change,2.89,12258,4.26
crosscheck,2.89,4,13.22
deplete,2.89,7,12.53
excrete,2.89,2,13.11
finish,2.89,5045,6.32
overpay,2.89,2,9.68
retransmit,2.89,1,12.29
scoot,2.89,152,6.0
unweave,2.89,1,11.11
warn,2.89,1293,5.74
abduct,2.88,36,11.26
circulate,2.88,47,9.79
connect,2.88,492,7.58
cower,2.88,16,10.78
donate,2.88,203,8.2
embed,2.88,4,12.53
engulf,2.88,5,9.94
expel,2.88,70,9.59
impersonate,2.88,33,10.11
infect,2.88,62,9.15
interact,2.88,73,9.58
nonsmoking,2.88,14,9.47
outgrow,2.88,21,6.94
outrun,2.88,99,8.42
overshoot,2.88,7,10.89
purge,2.88,82,11.56
reheat,2.88,10,7.82
traverse,2.88,37,14.67
unfreeze,2.88,35,7.24
superheat,2.87,3,11.07
unscramble,2.87,11,10.11
assign,2.86,138,8.56
backfire,2.86,44,10.47
depart,2.86,109,9.89
disappear,2.86,1069,5.37
divert,2.86,103,11.33
divide,2.86,298,7.16
examine,2.86,504,8.85
exterminate,2.86,57,9.25
fabricate,2.86,17,11.72
grapple,2.86,12,9.94
join,2.86,4255,5.83
mouthwatering,2.86,4,9.15
protect,2.86,3583,6.79
relax,2.86,4936,7.11
reunite,2.86,36,9.44
subdivide,2.86,4,12.74
sulk,2.86,38,7.84
vocalize,2.86,7,9.37
arouse,2.85,62,12.63
backstab,2.85,5,10.47
converse,2.85,66,12.0
dislocate,2.85,10,10.95
disperse,2.85,91,12.11
eavesdrop,2.85,40,8.86
germinate,2.85,1,12.8
lurk,2.85,21,10.11
redesign,2.85,24,9.56
reseat,2.85,1,8.75
retread,2.85,5,13.53
revoke,2.85,37,12.1
roam,2.85,173,8.58
shockproof,2.85,1,12.26
uphold,2.85,123,10.58
zap,2.85,125,6.56
anoint,2.84,10,9.25
demagnetize,2.84,4,12.56
encircle,2.84,7,9.78
refract,2.84,2,12.13
reignite,2.84,1,10.11
reopen,2.84,81,8.78
swashbuckling,2.84,4,11.88
terrorize,2.84,26,9.72
westbound,2.84,46,10.32
abort,2.83,235,12.21
calm,2.83,4541,6.26
commence,2.83,235,11.37
compose,2.83,80,9.16
decipher,2.83,87,10.84
dolt,2.83,27,11.23
following,2.83,2310,6.21
give,2.83,59559,4.28
pursue,2.83,327,10.0
reconstitute,2.83,7,14.1
showboating,2.83,12,12.75
solicit,2.83,31,11.71
unclick,2.83,1,10.05
wreak,2.83,30,8.95
apprehend,2.82,73,11.47
digitize,2.82,4,14.94
oversee,2.82,68,11.0
overshadow,2.82,7,9.44
posthaste,2.82,12,12.93
resize,2.82,1,9.33
retrace,2.82,35,7.6
sneak,2.82,861,5.83
spoil,2.82,593,6.3
teaching,2.82,1010,5.25
womanize,2.82,1,13.63
advertise,2.81,84,9.63
augment,2.81,19,14.0
elope,2.81,67,11.37
equip,2.81,17,10.82
intrude,2.81,129,9.44
magnetize,2.81,3,11.65
misspeak,2.81,1,9.33
outdraw,2.81,7,10.39
overact,2.81,4,10.44
reflect,2.81,213,9.89
refurnish,2.81,3,11.68
retool,2.81,5,12.17
stagnate,2.81,4,12.12
surround,2.81,156,8.05
triangulate,2.81,29,12.88
encapsulate,2.8,3,13.88
inoculate,2.8,18,12.54
outgun,2.8,1,10.83
prescribe,2.8,74,9.2
align,2.79,34,9.85
arrange,2.79,791,8.28
balanced,2.79,121,8.08
christen,2.79,32,8.43
convene,2.79,39,12.95
daydream,2.79,49,7.74
frisk,2.79,79,10.16
immerse,2.79,14,9.68
insult,2.79,639,8.63
lazybones,2.79,8,7.79
liquidate,2.79,39,14.42
multifaceted,2.79,2,13.18
multiply,2.79,99,7.95
restore,2.79,253,10.78
reveal,2.79,476,9.47
speechmaking,2.79,5,10.47
summon,2.79,197,11.33
tweak,2.79,34,11.06
blackmail,2.78,394,10.05
decaffeinated,2.78,8,11.67
disfigure,2.78,4,11.28
hinder,2.78,37,11.1
resist,2.78,657,9.28
swoosh,2.78,12,7.17
tenderize,2.78,7,9.61
use,2.78,17536,4.5
cheer,2.77,953,5.0
disagree,2.77,338,8.37
distribute,2.77,76,10.32
eliminate,2.77,305,10.21
itemize,2.77,5,12.65
repossess,2.77,20,13.0
sabotage,2.77,197,10.42
shortchange,2.77,3,11.82
snivel,2.77,5,12.33
typecast,2.77,8,13.5
vandalize,2.77,7,10.47
vanish,2.77,163,8.58
ventilate,2.77,20,12.84
writhe,2.77,9,11.0
adulterate,2.76,1,13.76
balk,2.76,3,12.93
curtail,2.76,6,12.88
decline,2.76,152,9.74
execute,2.76,283,10.22
outshoot,2.76,9,11.31
pester,2.76,27,7.39
recombine,2.76,2,13.12
reinstall,2.76,2,12.5
relocate,2.76,65,9.79
restrain,2.76,78,9.06
annihilate,2.75,36,11.32
argue,2.75,1007,4.61
botch,2.75,16,10.53
gather,2.75,799,6.5
inflict,2.75,69,10.74
offset,2.75,29,11.33
pollute,2.75,23,8.56
calculate,2.74,106,9.26
coddle,2.74,18,12.89
contain,2.74,310,7.88
detain,2.74,93,12.28
disconnect,2.74,94,7.89
refurbish,2.74,4,12.67
reorganize,2.74,21,9.59
suspend,2.74,141,9.11
attract,2.73,290,8.78
convert,2.73,159,10.61
expire,2.73,46,7.68
impede,2.73,26,13.26
oust,2.73,3,12.71
personalize,2.73,15,10.17
recuperate,2.73,18,11.74
surpass,2.73,18,11.0
synchronize,2.73,34,11.53
artifice,2.72,3,12.75
come,2.72,160190,3.32
consolidate,2.72,23,12.56
demote,2.72,2,12.89
dethrone,2.72,5,10.94
emulsify,2.72,2,13.75
encrypt,2.72,11,13.16
optimize,2.72,5,11.44
organize,2.72,220,6.33
provide,2.72,888,7.74
putrefy,2.72,2,12.08
refit,2.72,12,12.0
remarry,2.72,44,8.65
stabilize,2.72,76,11.26
automate,2.71,4,11.76
bid,2.71,642,9.84
cram,2.71,77,10.32
enlist,2.71,80,11.3
infest,2.71,14,9.58
infiltrate,2.71,85,12.0
initiate,2.71,170,10.17
muddle,2.71,22,11.32
overspend,2.71,2,10.58
pass,2.71,5514,5.39
reverberate,2.71,2,12.78
showoff,2.71,20,7.32
start,2.71,17345,4.37
strew,2.71,2,10.0
terrify,2.71,25,8.05
wither,2.71,47,9.33
coax,2.7,41,11.47
fit,2.7,2937,5.74
looks,2.7,15886,4.77
megawatt,2.7,2,11.75
misdeal,2.7,5,12.13
reconvene,2.7,31,13.0
send,2.7,9169,5.68
upend,2.7,1,11.19
anaesthetize,2.69,1,14.18
brutalize,2.69,4,11.82
dedicate,2.69,124,9.21
disengage,2.69,54,12.58
embezzle,2.69,8,12.21
enrage,2.69,14,9.58
going,2.69,108288,5.41
mention,2.69,3033,8.06
narrate,2.69,12,9.06
receive,2.69,992,8.11
scavenge,2.69,10,10.63
secure,2.69,1241,8.42
tattle,2.69,8,6.26
translate,2.69,246,10.0
assail,2.68,5,12.24
bless,2.68,1788,5.33
chastise,2.68,6,12.5
decrease,2.68,60,8.56
disburse,2.68,2,11.41
disintegrate,2.68,26,11.42
downsize,2.68,8,12.33
endow,2.68,11,13.17
inseminate,2.68,4,15.33
navigate,2.68,98,10.05
overbill,2.68,2,14.2
overrun,2.68,85,9.42
seek,2.68,934,6.94
skew,2.68,7,10.94
submit,2.68,282,8.58
wait,2.68,42343,4.3
withhold,2.68,53,12.3
consort,2.67,32,12.79
conspire,2.67,31,11.0
evade,2.67,45,11.11
extradite,2.67,13,15.41
harass,2.67,68,10.84
isolate,2.67,147,10.6
make,2.67,70775,4.68
obey,2.67,456,5.44
ogle,2.67,19,13.22
populate,2.67,12,9.78
testify,2.67,724,10.0
untwine,2.67,1,11.47
win,2.67,6867,4.22
ascend,2.66,47,10.67
congregate,2.66,18,10.29
debug,2.66,10,13.17
distort,2.66,20,11.22
doing,2.66,52492,5.89
imitate,2.66,92,9.2
invent,2.66,235,8.16
punish,2.66,493,6.68
reenter,2.66,7,9.84
rummage,2.66,40,9.0
budge,2.65,104,9.25
compensate,2.65,124,11.6
converge,2.65,32,12.0
decimate,2.65,9,12.67
elude,2.65,21,12.21
fret,2.65,95,11.11
mishear,2.65,2,11.18
outrace,2.65,5,10.46
outsized,2.65,3,10.94
petrify,2.65,2,10.05
compile,2.64,27,10.79
identify,2.64,825,8.0
moneymaking,2.64,4,8.32
overbid,2.64,2,9.78
reacquire,2.64,4,13.37
recover,2.64,409,7.56
redress,2.64,11,12.35
reprocess,2.64,2,13.05
respond,2.64,719,8.84
resurrect,2.64,36,10.0
will,2.64,108306,7.53
apologize,2.63,2518,5.67
dissemble,2.63,6,11.53
enunciate,2.63,7,11.64
find,2.63,42379,5.78
forfeit,2.63,158,10.4
hurry,2.63,8856,4.44
inaugurate,2.63,5,11.71
misidentify,2.63,1,12.11
mispronounce,2.63,9,9.47
observe,2.63,499,9.53
outweigh,2.63,24,10.7
overtake,2.63,37,9.44
pamper,2.63,26,9.33
pronounce,2.63,331,8.42
ravish,2.63,15,12.57
redeploy,2.63,12,13.25
refresh,2.63,127,10.83
regenerate,2.63,21,10.44
reimburse,2.63,31,12.67
reliever,2.63,9,10.21
remount,2.63,2,15.07
surrender,2.63,789,7.61
threaten,2.63,435,8.95
underexpose,2.63,1,12.0
adhere,2.62,29,10.78
choose,2.62,2451,4.74
create,2.62,1289,7.1
disband,2.62,27,11.05
dwell,2.62,142,10.78
exclude,2.62,51,9.35
introduce,2.62,1771,8.21
jeer,2.62,3,11.88
mobilize,2.62,52,12.25
overburden,2.62,1,11.89
worship,2.62,409,7.0
encourage,2.61,308,8.5
increase,2.61,436,7.42
outsell,2.61,2,10.95
praise,2.61,482,7.95
refrain,2.61,104,10.5
rend,2.61,16,12.92
reschedule,2.61,180,9.81
streamline,2.61,26,13.71
sublease,2.61,2,15.0
categorize,2.6,8,9.47
complain,2.6,640,7.28
