Word,Conc,SUBTLEX,AoA
roadsweeper,4.85,0,9.83
traindriver,4.54,0,8.34
tush,4.45,66,8.29
hairdress,3.93,1,8.86
pharmaceutics,3.77,0,13.88
hoover,3.76,162,9.16
shopkeeping,3.18,0,11.07
pushiness,2.48,0,8.5
underdevelop,2.37,0,10.88
tirelessness,2.28,0,10.12
oldfashioned,2.26,0,8.61
wellmannered,2.25,0,8.21
dismissiveness,1.83,0,12.13
spitefulness,1.8,0,11.22
untruthfulness,1.73,0,8.96
dispiritedness,1.56,0,14.67
sled,5.0,149,4.89
plunger,4.96,48,9.63
human,4.93,6363,4.83
waterbed,4.93,27,7.17
cymbal,4.92,13,9.94
ginger,4.92,327,8.05
bobsled,4.9,48,9.38
cardboard,4.9,138,5.4
olive,4.9,375,6.68
dogsled,4.89,2,7.71
rubber,4.86,714,7.62
soybean,4.82,25,11.6
tangerine,4.81,38,8.15
headrest,4.8,6,7.68
eucalyptus,4.77,25,10.62
saltwater,4.77,31,9.39
armrest,4.76,8,6.56
paramedic,4.74,107,9.89
liquid,4.72,395,5.83
billfold,4.71,12,9.38
canine,4.71,86,8.45
flowerbed,4.71,6,7.05
soy,4.7,118,13.56
bald,4.69,496,7.26
lilac,4.69,39,8.89
hemorrhoid,4.68,18,13.88
orange,4.66,1138,3.26
arachnid,4.65,13,11.88
underarm,4.63,4,7.29
barefoot,4.62,121,5.25
bearded,4.62,65,7.2
thyroid,4.61,28,13.83
wooden,4.61,367,5.89
sleeveless,4.6,5,6.75
concrete,4.59,379,7.44
panty,4.59,53,6.26
pregnant,4.59,2653,6.76
hula,4.58,100,7.72
female,4.57,1612,5.89
crematory,4.56,14,12.0
pigtailed,4.55,2,6.29
sphincter,4.54,57,13.8
backrest,4.52,1,8.35
blonde,4.52,710,6.06
farmhand,4.52,3,7.89
fat,4.52,4051,5.15
hairless,4.52,30,8.67
afghan,4.5,29,9.11
binocular,4.5,1,7.32
naked,4.5,2002,4.68
hairy,4.48,322,5.7
saline,4.48,175,11.71
sudsy,4.48,3,8.33
wet,4.46,2000,2.47
wooded,4.46,17,8.68
male,4.45,1731,5.63
rusted,4.44,36,7.39
aquamarine,4.43,23,9.94
shirtless,4.43,14,7.0
headless,4.42,67,8.72
solid,4.42,998,7.79
beaded,4.41,11,8.37
blond,4.41,533,6.72
soapy,4.41,25,5.72
woodcutting,4.41,1,8.0
prosthetic,4.4,34,11.44
roast,4.4,499,8.5
tartar,4.4,76,9.94
newborn,4.39,128,6.9
feline,4.38,46,8.43
undercooked,4.38,9,9.61
vertebrate,4.38,7,10.55
bloodstained,4.37,16,7.63
flatbed,4.37,21,9.3
joint,4.37,1405,9.05
preschool,4.37,61,4.05
beardless,4.36,8,8.0
indigo,4.36,16,8.89
frozen,4.34,782,5.6
barefooted,4.33,9,5.37
hashish,4.33,23,14.85
jeweled,4.33,15,8.06
mummified,4.33,14,10.05
paralegal,4.33,50,15.11
pleated,4.33,4,9.69
puffy,4.33,86,7.42
grassy,4.32,32,6.33
muddy,4.32,153,5.42
mustached,4.32,1,7.63
rainy,4.32,194,4.0
roundtable,4.32,3,9.84
uncircumcised,4.32,14,13.05
acrylic,4.31,23,11.56
hot,4.31,9682,3.37
sunlit,4.31,9,8.0
euro,4.3,31,13.89
giant,4.3,1380,4.72
yellow,4.3,1724,3.2
capillary,4.29,12,13.17
dark,4.29,4519,3.74
decimal,4.29,42,9.21
freshwater,4.29,35,7.72
pimpled,4.29,2,9.65
pygmy,4.29,33,12.77
redheaded,4.29,45,6.47
wrinkled,4.29,86,7.26
abdominal,4.28,174,10.24
bobsledder,4.28,5,7.58
nude,4.28,301,8.21
gunmetal,4.27,2,13.75
bloodshot,4.26,26,11.29
thorny,4.26,36,7.56
toothless,4.26,28,6.47
civilian,4.25,479,9.76
handmade,4.25,46,7.79
marine,4.25,718,9.8
octagonal,4.25,6,11.78
quilted,4.25,4,10.26
snowy,4.25,54,4.83
unshaved,4.25,2,9.74
dishwashing,4.24,17,6.37
red,4.24,7551,3.68
treeless,4.24,2,9.18
unshaven,4.24,6,10.0
dirty,4.23,3389,4.55
grilled,4.23,114,7.26
icy,4.22,135,5.83
scaly,4.22,16,7.83
cubical,4.21,1,11.2
houseguest,4.21,24,7.32
padded,4.21,55,6.83
seedless,4.21,10,7.11
sunny,4.2,391,6.17
automotive,4.19,33,7.89
bowlegged,4.19,12,9.59
dewy,4.19,12,10.17
genital,4.19,27,9.82
khaki,4.19,42,9.89
sequined,4.19,14,9.2
duplex,4.18,24,11.05
longhaired,4.18,8,7.05
sweaty,4.18,226,5.94
forehand,4.17,5,10.89
unshelled,4.17,2,9.75
stutterer,4.16,1,10.06
centerfold,4.15,34,10.8
infomercial,4.15,31,9.76
leftover,4.15,61,7.28
chalky,4.14,6,8.05
crusty,4.14,54,7.63
naval,4.14,292,9.7
skintight,4.14,8,11.39
toeless,4.14,1,8.56
whiskered,4.14,3,8.46
silky,4.12,40,9.1
unpaved,4.12,3,8.68
wastewater,4.12,1,11.53
eyeless,4.11,3,8.42
fried,4.11,518,7.47
manicured,4.11,18,11.85
minty,4.11,25,7.9
multicolored,4.11,8,7.11
quadriplegic,4.11,1,13.5
rectangular,4.11,22,5.42
sockless,4.11,1,6.79
sole,4.11,268,7.06
topless,4.11,100,10.11
bifocal,4.1,1,11.39
waxy,4.1,20,8.05
bicuspid,4.09,5,12.5
fluorine,4.09,5,13.47
bloody,4.08,1962,5.83
starry,4.08,37,7.89
sugared,4.08,9,7.0
bathing,4.07,379,3.84
blooming,4.07,81,7.17
breaded,4.07,11,9.11
bronzed,4.07,17,10.0
creaky,4.07,12,6.89
dead,4.07,22898,5.17
dorsal,4.07,27,13.0
earless,4.07,4,9.33
green,4.07,3696,3.79
hieroglyphic,4.07,7,12.0
legless,4.07,6,8.37
pubic,4.07,60,10.47
spiky,4.07,11,7.67
stagehand,4.07,28,11.0
tabloid,4.07,56,10.95
triangular,4.07,12,7.8
underground,4.07,613,7.37
bioluminescent,4.05,3,15.67
ceramic,4.04,62,8.37
crispy,4.04,116,6.39
cupful,4.04,1,6.4
freezing,4.04,680,6.05
glazed,4.04,50,7.19
lounger,4.04,3,9.82
minced,4.04,4,13.06
oval,4.04,69,5.95
overcast,4.04,24,9.05
purple,4.04,629,3.6
scarlet,4.04,167,11.36
serrated,4.04,12,11.29
smoky,4.04,34,6.58
stinging,4.04,46,6.78
striped,4.04,87,4.65
stubbly,4.04,2,12.26
aboveground,4.03,7,8.05
blind,4.03,2337,7.0
metallic,4.03,67,9.63
salted,4.03,29,7.89
bipedal,4.0,9,12.44
cloudy,4.0,110,5.5
colored,4.0,377,5.95
comic,4.0,552,7.0
crimson,4.0,67,10.28
evergreen,4.0,10,8.95
featherless,4.0,2,10.33
frosted,4.0,41,7.72
horned,4.0,27,9.32
invertebrate,4.0,1,10.78
mashed,4.0,188,5.61
mauve,4.0,27,11.26
meatpacking,4.0,12,9.33
military,4.0,2103,8.2
moist,4.0,92,9.55
paraplegic,4.0,24,13.53
pastel,4.0,14,10.05
plump,4.0,75,8.21
reclining,4.0,22,8.79
solar,4.0,236,9.05
sweet,4.0,7405,4.53
thick,4.0,713,5.61
typewritten,4.0,8,8.5
collarless,3.97,1,11.33
deceased,3.97,321,10.83
hexagonal,3.97,5,10.39
pointy,3.97,104,7.39
springy,3.97,5,8.89
steroid,3.97,20,13.67
unbuckled,3.97,12,5.63
cursive,3.96,4,7.32
diagonal,3.96,27,8.0
equestrian,3.96,20,12.76
feathered,3.96,34,8.11
flaming,3.96,130,7.32
furry,3.96,122,5.72
fuzzy,3.96,297,5.05
hind,3.96,125,9.21
humpbacked,3.96,7,8.21
juicy,3.96,219,4.84
pyrotechnic,3.96,2,12.93
stormy,3.96,74,6.3
stationary,3.95,49,7.22
slippery,3.94,225,6.72
anesthetic,3.93,68,13.05
balding,3.93,28,8.39
bovine,3.93,22,12.41
fecal,3.93,30,11.67
frilly,3.93,16,9.11
glittering,3.93,16,6.35
greased,3.93,68,6.94
handheld,3.93,20,10.4
inflated,3.93,26,9.5
interstate,3.93,110,9.68
laminated,3.93,18,10.53
moldy,3.93,30,7.28
northeastern,3.93,16,10.28
outdoor,3.93,93,4.6
pink,3.93,1452,3.8
salty,3.93,127,5.33
scrambled,3.93,367,5.61
slim,3.93,605,7.26
strapless,3.93,20,11.89
volcanic,3.93,57,8.33
watermarked,3.93,2,14.39
watery,3.93,36,6.65
braless,3.92,1,10.06
bright,3.92,2265,6.58
deepwater,3.92,3,10.0
fleshless,3.92,6,10.84
forkful,3.92,1,6.84
hardboiled,3.92,3,7.06
metacarpal,3.92,7,16.31
subtotal,3.92,2,10.0
taut,3.92,35,11.47
pickled,3.91,76,9.3
frosty,3.9,121,6.33
hooded,3.9,15,8.28
jellied,3.9,5,8.0
motorized,3.9,15,9.12
phosphorous,3.9,12,11.15
recycled,3.9,43,8.32
round,3.9,3393,4.75
unsalted,3.9,3,7.26
velvety,3.9,8,8.0
bulletproof,3.89,130,9.42
coastal,3.89,43,8.11
contraceptive,3.89,17,14.06
dimpled,3.89,10,10.0
leafy,3.89,24,5.62
prickly,3.89,29,6.29
sugarless,3.89,9,8.79
sugary,3.89,15,7.1
white,3.89,8744,4.06
apache,3.88,251,10.5
backhand,3.88,37,8.67
frothy,3.88,12,10.67
haired,3.88,12,9.93
hilly,3.88,62,6.0
powdered,3.88,107,7.11
soft,3.88,1633,3.95
umbilical,3.88,62,11.61
waxed,3.88,69,8.61
wigless,3.88,1,11.27
rotten,3.87,891,6.95
chemical,3.86,579,9.5
florescent,3.86,5,11.0
fluffy,3.86,185,5.95
freckled,3.86,6,6.58
roundabout,3.86,22,12.74
sharp,3.86,1213,6.11
stillborn,3.86,15,13.05
thirsty,3.86,627,3.89
uncooked,3.86,5,8.0
windowless,3.86,10,8.61
windy,3.86,134,5.39
woolen,3.86,29,7.83
antiseptic,3.85,44,9.95
cold,3.85,6638,3.95
curdled,3.85,8,10.0
gloved,3.85,8,6.94
meatless,3.85,8,11.15
southernmost,3.85,4,10.83
jaundiced,3.84,11,13.69
maroon,3.84,61,8.28
varicose,3.84,14,12.17
webbed,3.84,17,8.61
autographed,3.83,60,6.94
cordless,3.83,20,10.47
frizzy,3.83,18,9.05
gymnastic,3.83,3,7.06
nasal,3.83,106,8.75
oily,3.83,49,7.37
rough,3.83,1907,6.21
spherical,3.83,9,12.17
thin,3.83,1029,6.47
undersea,3.83,40,6.25
ablaze,3.82,21,10.83
arched,3.82,9,9.89
greasy,3.82,199,6.39
intestinal,3.82,32,10.72
muscular,3.82,79,8.79
shuttered,3.82,2,10.11
backpedal,3.81,2,11.0
barbed,3.81,67,10.0
crunchy,3.81,48,5.44
damp,3.81,149,7.67
dotted,3.81,51,6.0
flatulent,3.81,11,11.22
floppy,3.81,58,6.68
lidless,3.81,2,10.06
masked,3.81,120,7.33
overcrowded,3.81,23,9.11
quintuple,3.81,1,10.65
runaway,3.81,207,8.37
sectional,3.81,14,10.68
skinless,3.81,11,9.8
smooth,3.81,932,5.61
unthawed,3.81,1,10.61
foggy,3.8,66,7.11
onstage,3.8,104,6.89
seamless,3.8,16,10.95
unplugged,3.8,43,5.42
circular,3.79,81,7.68
crooked,3.79,290,6.33
dusty,3.79,283,4.74
fossilized,3.79,11,9.16
frayed,3.79,23,10.37
iced,3.79,218,7.44
ingest,3.79,23,12.21
overnighter,3.79,3,9.16
pale,3.79,409,6.95
perfumed,3.79,34,8.81
phosphorescent,3.79,6,12.06
steaming,3.79,101,9.72
unbleached,3.79,2,11.94
colorful,3.78,163,4.89
fluorescent,3.78,30,11.94
jacketed,3.78,3,11.38
neuromuscular,3.78,3,16.18
sable,3.78,42,11.85
aflame,3.77,17,11.22
corseted,3.77,1,13.33
dry,3.77,2184,4.11
limbless,3.77,1,10.38
stable,3.77,673,8.9
syrupy,3.77,2,7.0
tinkling,3.77,38,8.47
unbaked,3.77,1,9.11
black,3.76,8565,3.56
blue,3.76,5222,3.53
bumpy,3.76,190,5.11
chubby,3.76,213,7.78
coaxial,3.76,7,14.87
cockeyed,3.76,77,10.0
corrugated,3.76,10,11.72
hard,3.76,15700,4.39
legible,3.76,11,10.0
porous,3.76,15,10.53
rippling,3.76,30,6.58
steep,3.76,125,8.0
antique,3.75,309,8.05
bushy,3.75,25,7.33
carsick,3.75,31,5.63
floral,3.75,37,8.84
monogrammed,3.75,30,12.11
backless,3.74,15,11.78
erect,3.74,60,12.83
explosive,3.74,271,9.19
faint,3.74,473,7.53
gelatinous,3.74,9,12.58
jagged,3.74,29,8.11
jerky,3.74,116,8.94
outer,3.74,463,7.32
pelvic,3.74,78,10.89
septic,3.74,72,11.13
thatched,3.74,5,11.29
bronchial,3.73,17,13.0
elastic,3.73,53,8.85
stinky,3.73,182,4.53
auburn,3.72,29,10.68
boneless,3.72,15,7.89
breezy,3.72,40,6.39
musical,3.72,671,7.28
pudgy,3.72,32,8.39
spongy,3.72,12,8.89
sunken,3.72,46,8.5
armless,3.71,4,8.68
asleep,3.71,2541,4.47
bladed,3.71,6,9.41
crimping,3.71,3,11.38
glassy,3.71,18,8.05
nondrinking,3.71,1,10.48
potted,3.71,24,8.37
shaven,3.71,10,8.39
slinky,3.71,49,7.16
swampy,3.71,10,7.84
testicular,3.71,31,13.2
uninhabited,3.71,24,9.28
wingless,3.71,2,7.83
alpine,3.7,65,11.28
blurry,3.7,70,7.28
gummy,3.7,38,8.89
mitochondrial,3.7,1,15.12
obese,3.7,25,9.39
slushy,3.7,3,7.14
stubby,3.7,25,9.75
tattered,3.7,12,10.42
caped,3.69,7,8.24
chunky,3.69,71,7.42
crisp,3.69,161,7.22
fungal,3.69,15,10.7
marbled,3.69,3,9.74
scabby,3.69,18,9.06
semisolid,3.69,1,11.11
sunless,3.69,6,7.42
canned,3.68,214,7.56
elderly,3.68,209,8.17
fizzy,3.68,11,6.5
floury,3.68,2,8.76
humanoid,3.68,42,13.1
potbellied,3.68,8,10.56
tangy,3.68,17,8.65
winged,3.68,58,8.63
bony,3.67,61,9.53
breathless,3.67,55,9.56
calligraphic,3.67,1,11.38
checkered,3.67,42,9.28
flowering,3.67,14,9.16
little,3.67,73766,3.95
luminescent,3.67,3,13.53
mountainous,3.67,8,10.56
roasted,3.67,86,7.11
silent,3.67,1173,4.42
skeletal,3.67,24,9.44
weedy,3.67,15,10.78
big,3.66,34824,2.89
handicapped,3.66,136,7.37
hydraulic,3.66,58,12.95
peppery,3.66,1,8.56
unsweetened,3.66,1,8.21
vaginal,3.66,66,11.94
mossy,3.65,2,8.47
neonatal,3.65,4,14.19
offshore,3.65,115,10.47
amphibious,3.64,30,10.88
counterfeit,3.64,157,10.83
deformed,3.64,66,7.65
fetal,3.64,59,11.95
gooey,3.64,39,6.84
hornless,3.64,1,9.18
indoor,3.64,68,5.05
lukewarm,3.64,24,9.06
malleable,3.64,5,14.11
nonmetallic,3.64,4,10.94
squishy,3.64,38,5.68
terrorist,3.64,617,12.76
trapezoidal,3.64,1,13.74
adjacent,3.63,68,11.05
ambidextrous,3.63,12,11.84
charred,3.63,38,10.2
clumpy,3.63,15,7.32
digital,3.63,275,11.42
dingy,3.63,31,8.65
mammary,3.63,9,12.29
prepackaged,3.63,3,9.72
sickbed,3.63,5,9.88
steamy,3.63,46,8.8
televised,3.63,42,7.95
throbbing,3.63,60,9.42
bagful,3.62,5,5.75
comatose,3.62,50,14.24
creamy,3.62,60,6.11
dwarfish,3.62,2,13.25
facial,3.62,293,10.28
feathery,3.62,10,8.42
flaccid,3.62,24,14.94
onshore,3.62,11,9.26
opaque,3.62,6,13.95
overhand,3.62,13,8.83
spinal,3.62,218,9.73
stiff,3.62,523,8.16
unwrinkled,3.62,3,8.5
baggy,3.61,48,6.83
chewable,3.61,4,6.39
costumed,3.61,9,8.84
flammable,3.61,36,10.06
short,3.61,4367,4.32
symmetrical,3.61,30,10.83
webby,3.61,9,10.08
armed,3.6,1164,8.72
bruising,3.6,86,9.44
candlelit,3.6,12,9.05
esophageal,3.6,9,15.85
waterproof,3.6,50,8.68
wheezy,3.6,14,10.0
armored,3.59,166,9.5
blackened,3.59,16,9.83
cervical,3.59,35,13.95
drinkable,3.59,4,7.64
full,3.59,8512,4.24
habitant,3.59,1,10.44
husky,3.59,81,10.21
lumpy,3.59,89,6.89
messy,3.59,350,5.05
oblong,3.59,6,10.39
reformatory,3.59,18,13.07
ribbed,3.59,18,11.44
sloping,3.59,18,10.58
soluble,3.59,8,11.94
speckled,3.59,20,9.26
sticky,3.59,292,4.06
suntanned,3.59,6,7.89
triple,3.59,479,6.78
upright,3.59,154,8.0
commissary,3.58,29,13.65
crateful,3.58,1,10.14
fallopian,3.58,22,13.83
humpy,3.58,3,10.23
hypodermic,3.58,34,13.06
legged,3.58,7,6.89
pliable,3.58,7,10.94
windproof,3.58,1,9.21
gilded,3.57,35,13.24
herbal,3.57,82,11.28
hyphenated,3.57,7,9.94
leaky,3.57,56,5.78
monthly,3.57,152,7.95
mushy,3.57,77,6.56
overweight,3.57,93,8.56
skinny,3.57,713,5.16
stony,3.57,31,8.67
upward,3.57,86,6.11
additive,3.56,11,12.28
brittle,3.56,71,9.78
busty,3.56,12,11.45
chilly,3.56,220,6.39
electric,3.56,874,6.36
epidermal,3.56,10,12.12
fleshy,3.56,29,12.83
hatless,3.56,2,8.29
inky,3.56,11,9.29
lunar,3.56,105,9.15
noisy,3.56,257,5.33
nonorganic,3.56,1,14.88
prostrate,3.56,21,15.5
slender,3.56,38,10.11
warm,3.56,2659,4.65
waterlogged,3.56,7,11.53
antifungal,3.55,1,12.0
clear,3.55,8763,5.8
edible,3.55,70,8.68
marshy,3.55,3,8.56
petite,3.55,54,9.42
powdery,3.55,5,8.44
pulpy,3.55,3,10.18
searing,3.55,16,11.68
acidic,3.54,11,11.21
backlit,3.54,4,13.17
bacterial,3.54,37,10.55
balsamic,3.54,8,14.94
botanical,3.54,53,10.78
branchy,3.54,1,11.47
cylindrical,3.54,8,10.56
horsey,3.54,42,5.71
huge,3.54,2467,4.9
knobby,3.54,4,11.71
oaken,3.54,2,11.9
overhanging,3.54,4,9.12
revolving,3.54,51,11.0
saggy,3.54,29,8.52
semiautomatic,3.54,21,13.61
sparkly,3.54,34,4.53
unarmed,3.54,197,10.0
warty,3.54,4,9.33
concave,3.53,9,11.5
cool,3.53,9990,4.58
filthy,3.53,838,7.17
mating,3.53,194,9.83
unsigned,3.53,20,9.67
alien,3.52,889,7.5
barebacked,3.52,4,12.12
bubbly,3.52,70,8.17
cloudless,3.52,8,7.6
flyaway,3.52,5,8.94
gangrenous,3.52,9,14.33
manned,3.52,66,12.28
milky,3.52,95,6.32
nearsighted,3.52,27,9.44
nondairy,3.52,5,9.74
patterned,3.52,12,8.76
prophylactic,3.52,29,15.2
southeastern,3.52,9,9.58
teary,3.52,4,6.17
teenage,3.52,350,6.94
tutoring,3.52,102,9.28
veterinary,3.52,35,7.84
wrinkly,3.52,17,7.58
airsick,3.5,16,11.47
anterior,3.5,48,14.12
asymmetric,3.5,2,12.28
bombproof,3.5,6,10.65
communist,3.5,386,13.22
cranial,3.5,39,12.06
elliptical,3.5,12,11.81
furrowed,3.5,4,13.18
identical,3.5,282,8.72
junior,3.5,1825,7.11
lateral,3.5,78,12.41
magnifying,3.5,49,8.47
nonskid,3.5,1,11.29
nonsurgical,3.5,1,13.79
oriental,3.5,133,8.35
serpentine,3.5,12,12.89
shaded,3.5,8,5.89
spermicidal,3.5,4,15.06
stringy,3.5,21,7.56
tearful,3.5,22,8.2
textured,3.5,9,10.42
uniformed,3.5,29,7.94
unvarnished,3.5,6,11.82
vacant,3.5,135,9.55
wavy,3.5,28,5.89
adolescent,3.48,94,11.05
alkaline,3.48,16,13.68
criminal,3.48,1758,6.78
darkened,3.48,40,6.74
drunk,3.48,3904,9.26
glossy,3.48,24,8.28
humid,3.48,45,8.56
lactated,3.48,4,15.15
moonlit,3.48,28,6.0
rudderless,3.48,4,12.27
soupy,3.48,12,7.29
stale,3.48,149,7.61
starless,3.48,2,8.67
streaky,3.48,6,9.39
vertical,3.48,141,9.71
posterior,3.47,31,14.95
tweeting,3.47,3,16.56
beady,3.46,36,10.39
buxom,3.46,5,12.39
corneal,3.46,10,15.21
funereal,3.46,1,9.5
gray,3.46,1077,5.74
high,3.46,9945,4.58
horizontal,3.46,77,8.15
meaty,3.46,18,6.0
microscopic,3.46,58,10.11
miniature,3.46,128,9.0
putrid,3.46,32,13.14
quivering,3.46,26,10.74
reptilian,3.46,16,10.37
rigid,3.46,95,9.16
spindly,3.46,15,10.71
airborne,3.45,215,9.85
chocolaty,3.45,7,7.05
clunky,3.45,18,8.22
elongated,3.45,16,10.67
furless,3.45,1,10.24
linear,3.45,28,11.22
nutty,3.45,182,7.45
oral,3.45,220,9.39
pasty,3.45,31,11.17
polygonal,3.45,2,12.33
rotund,3.45,6,13.42
shallow,3.45,301,7.0
teenaged,3.45,8,8.11
transsexual,3.45,27,13.67
aquatic,3.44,28,9.44
editorial,3.44,111,13.7
flipping,3.44,149,7.58
mass,3.44,880,9.17
photoelectric,3.44,6,12.87
ratty,3.44,36,9.44
remote,3.44,713,7.05
cartographic,3.43,2,14.0
circulatory,3.43,23,13.17
empty,3.43,2409,4.79
fucking,3.43,16603,10.74
globular,3.43,6,13.76
painful,3.43,773,6.44
polycarbonate,3.43,3,15.56
recordable,3.43,2,10.53
shattering,3.43,39,8.0
stocky,3.43,9,10.15
unburied,3.43,1,8.5
unicellular,3.43,1,12.36
unpolished,3.43,8,9.0
urban,3.43,237,9.84
yellowing,3.43,9,10.05
airtight,3.42,57,9.84
bendy,3.42,11,7.69
birthing,3.42,28,10.94
blubbery,3.42,3,9.82
fireproof,3.42,8,8.72
humongous,3.42,36,8.89
insurgent,3.42,12,13.88
onscreen,3.42,4,10.84
preteen,3.42,9,9.32
reddish,3.42,10,6.17
russet,3.42,8,12.46
snowbound,3.42,7,10.76
unlit,3.42,3,7.61
beige,3.41,69,7.74
childproof,3.41,10,7.95
chinless,3.41,1,8.17
derelict,3.41,40,14.38
inflexible,3.41,8,11.79
malted,3.41,14,9.89
moisturizing,3.41,7,9.89
moonless,3.41,4,8.78
orthodontic,3.41,3,11.68
safe,3.41,7303,5.11
unchained,3.41,6,8.37
uterine,3.41,18,13.8
geometric,3.4,23,10.33
leathery,3.4,9,11.84
magnetic,3.4,215,8.8
shaky,3.4,151,8.0
subterranean,3.4,33,12.61
unburned,3.4,9,8.28
unshackled,3.4,3,9.95
binding,3.39,111,11.0
electrical,3.39,440,8.1
fungicidal,3.39,1,12.94
grayish,3.39,5,7.11
midsize,3.39,10,9.72
nonalcoholic,3.39,6,11.79
oscillating,3.39,7,12.61
protestant,3.39,78,12.67
shining,3.39,501,7.0
venomous,3.39,27,8.63
barrelful,3.38,7,11.39
bespectacled,3.38,1,11.27
colonialist,3.38,2,10.16
deep,3.38,3896,5.47
deteriorating,3.38,33,10.76
frontal,3.38,96,10.89
hydroelectric,3.38,5,14.78
soundproof,3.38,41,11.2
toasty,3.38,34,7.94
cavernous,3.37,3,10.56
curvaceous,3.37,6,12.73
depository,3.37,50,13.18
double,3.37,3198,5.58
drippy,3.37,10,6.78
drooping,3.37,7,8.21
gnarled,3.37,3,11.0
heavy,3.37,2412,4.05
large,3.37,2114,5.74
misty,3.37,80,8.39
outermost,3.37,4,11.5
rectal,3.37,46,13.06
refried,3.37,10,8.65
unbroken,3.37,20,7.94
upper,3.37,616,7.56
bloated,3.36,86,10.72
brassy,3.36,6,11.82
buoyant,3.36,9,12.58
chesty,3.36,14,12.32
creaking,3.36,142,7.74
diseased,3.36,58,9.89
electrostatic,3.36,10,12.78
flowerless,3.36,1,9.53
granular,3.36,2,11.89
keyless,3.36,1,10.5
mothproof,3.36,1,10.73
tall,3.36,1649,4.95
unfastened,3.36,10,7.95
arthritic,3.35,13,12.3
curved,3.35,31,6.67
eroding,3.35,19,10.17
fragrant,3.35,36,9.58
jellylike,3.35,1,11.06
raw,3.35,519,7.17
seminarian,3.35,1,13.14
sheer,3.35,233,9.63
afloat,3.34,85,9.33
infrared,3.34,155,13.11
intravascular,3.34,2,14.47
knotty,3.34,7,8.33
low,3.34,3016,4.7
northernmost,3.34,3,10.15
spotless,3.34,60,7.47
undressed,3.34,123,3.95
carpal,3.33,25,13.93
confectionary,3.33,16,13.0
convex,3.33,9,11.31
curvy,3.33,10,9.22
hydrogenated,3.33,7,14.6
robotic,3.33,34,10.61
roman,3.33,534,9.52
shiny,3.33,398,4.32
surplus,3.33,104,11.33
undiluted,3.33,8,10.84
unwrapped,3.33,20,6.65
wintery,3.33,1,8.58
active,3.32,584,6.53
ashy,3.32,9,8.61
awake,3.32,1362,4.67
beltless,3.32,2,9.65
bended,3.32,12,9.67
clitoral,3.32,7,15.2
collegiate,3.32,25,13.3
droopy,3.32,26,6.94
manmade,3.32,9,9.42
monosyllabic,3.32,5,12.12
overheated,3.32,23,7.8
photochemical,3.32,1,14.0
prepubescent,3.32,8,13.67
static,3.32,254,9.28
twitchy,3.32,30,9.44
unstrapped,3.32,1,9.0
weightless,3.32,19,9.32
wintry,3.32,11,8.65
healthy,3.31,1262,7.61
juvenile,3.31,261,11.63
perpendicular,3.31,10,11.33
phallic,3.31,15,15.07
physical,3.31,1386,8.16
seasoned,3.31,50,8.52
solitary,3.31,174,9.16
sparkling,3.31,102,7.56
spicy,3.31,169,5.06
swell,3.31,1061,7.42
unleavened,3.31,1,12.92
unmarked,3.31,70,8.0
unripe,3.31,2,7.5
upturned,3.31,8,9.0
anal,3.3,138,13.17
corrosive,3.3,19,10.18
drunken,3.3,315,9.42
electronic,3.3,350,7.3
flabby,3.3,41,8.9
glittery,3.3,6,4.94
multinational,3.3,32,13.22
outstretched,3.3,20,10.44
plushy,3.3,2,9.35
puffing,3.3,33,8.22
ripe,3.3,213,7.11
telescopic,3.3,12,11.32
untangled,3.3,3,7.37
windswept,3.3,6,11.05
agricultural,3.29,48,10.11
boney,3.29,5,8.79
composite,3.29,64,12.15
membranous,3.29,1,13.0
retinal,3.29,35,15.62
stainless,3.29,37,10.72
unopened,3.29,28,7.06
viscous,3.29,13,13.28
acoustic,3.28,49,12.39
adrenal,3.28,16,14.24
bilingual,3.28,19,11.74
cardiopulmonary,3.28,6,15.5
cloaking,3.28,42,9.68
crowded,3.28,456,7.63
decaying,3.28,36,9.44
frigid,3.28,71,9.84
geologic,3.28,3,11.72
misfile,3.28,1,14.41
muggy,3.28,5,8.06
overgrown,3.28,49,8.7
pearly,3.28,51,8.5
periodontal,3.28,4,14.07
slow,3.28,3877,4.15
soggy,3.28,50,5.9
unhygienic,3.28,3,11.56
weekly,3.28,237,7.45
adjustable,3.27,16,8.95
ajar,3.27,23,9.67
deaf,3.27,741,6.83
larval,3.27,7,11.41
mammalian,3.27,6,11.71
menstrual,3.27,27,10.83
nonslip,3.27,2,10.39
odorous,3.27,1,10.95
overlapping,3.27,46,10.33
single,3.27,3676,6.68
slobbery,3.27,5,9.56
starlit,3.27,7,9.59
suburban,3.27,117,11.56
whitish,3.27,1,8.69
lipless,3.26,1,10.39
malnourished,3.26,8,11.05
microbial,3.26,2,12.76
monochromatic,3.26,8,15.75
moped,3.26,23,9.39
multiple,3.26,540,7.79
reburial,3.26,2,14.0
slimy,3.26,159,6.28
smudgy,3.26,1,8.65
uncrushed,3.26,1,7.75
windblown,3.26,6,9.26
bridal,3.25,133,8.47
coarse,3.25,69,9.11
inverted,3.25,40,12.37
multilayered,3.25,5,8.94
ovarian,3.25,17,14.44
phonographic,3.25,1,11.58
respiratory,3.25,142,11.0
separate,3.25,1107,6.63
southwestern,3.25,16,7.79
stringed,3.25,6,8.88
tropical,3.25,163,9.05
whole,3.25,19660,6.89
