distance_bert,same,log_rt,subject
0.057332754,True,7.461065514354283,p5fnydw94c
0.175595999,True,6.984716320118266,dbd0l1933k
0.057332754,True,6.659293919683638,epkefl89q5
0.15583688,False,7.6236419465115715,nrxcy3jh2z
0.184639931,False,7.48605261786314,3lr2j29be7
0.184639931,False,7.10085190894405,r5r8zoalta
0.15583688,False,7.127693699347399,ra0zaqlxos
0.175595999,True,6.553933404025811,meoc92246n
0.177187324,False,6.9726062513017535,0jrp4p98ro
0.184639931,False,7.38025578842646,koccaak1qr
0.057332754,True,6.665683717782408,tfq4ylwp1x
0.177187324,False,7.05444965813294,kfp2rkd57s
0.15583688,False,7.87777633327726,m3g5101vta
0.177187324,False,7.112327444710911,y4puhchaf9
0.057332754,True,7.60339933974067,kd178dnoub
0.152515173,False,7.017506142941256,1lzneddpkq
0.15583688,False,7.138073034044347,z02r2dprrd
0.184639931,False,7.155396301896734,tra6y98mle
0.175595999,True,7.060476365999801,qtxcwuzoo4
0.057332754,True,7.163946684342547,emcqel00x3
0.15583688,False,7.323830566202317,hs560646yd
0.175595999,True,6.825460036255307,mketfayzl8
0.175595999,True,7.076653815443951,unzj7yx25l
0.15583688,False,7.556427969440253,4q5dxb7nhf
0.177187324,False,7.488852955733459,yoo60pl9o6
0.177187324,False,6.829793737512425,zglqpt5fh7
0.15583688,False,7.069023426578259,luke3ctol0
0.175595999,True,6.771935555839602,79d4rp4wbh
0.175595999,True,6.740519359606223,2usccf4uxc
0.15583688,False,7.181591944611865,bqho6xb6vp
0.057332754,True,7.974188669286011,frqx6vw2d1
0.175595999,True,7.637716432664798,vm3yk3su0e
0.15583688,False,6.703188113240863,dthp9ekqaq
0.15583688,False,7.085901464365611,dol693zfl0
0.15583688,False,7.455298485683291,8tl61v5cpb
0.177187324,False,7.709756864454165,1wzodbsf7y
0.057332754,True,7.635303886259415,xesfu0h98k
0.152515173,False,6.99117688712121,h0th05ppt7
0.177187324,False,6.760414691083428,bacqef0gje
0.177187324,False,6.927557906278317,ea54kkhdyv
0.177187324,False,8.134174272137903,5jdbzv6v5c
0.184639931,False,7.114769448366463,mhz82a74k9
0.184639931,False,6.7226297948554485,p7h7xsjj50
0.15583688,False,7.259819610363186,g3flm4j14z
0.184639931,False,7.745002803515839,kcv5v2zj80
0.057332754,True,6.967909201801884,34628l2rmq
0.057332754,True,6.593044534142437,a0u2yg5j7e
0.177187324,False,6.542471960506805,tzstmyxntu
0.057332754,True,7.1284959456800365,guqltyqrjz
0.184639931,False,7.319202458767849,du57z90equ
0.175595999,True,6.516193076042964,k9k5bl7bsa
0.177187324,False,6.658011045870748,aq8lxy7f2y
0.15583688,False,7.45876269238096,meaaxoxjw2
0.175595999,True,6.872128101338986,rrded0u35m
0.177187324,False,7.433666540166168,tb47bk2csv
0.057332754,True,6.470799503782602,kzt7mhlhq0
0.152515173,False,7.583247524303362,3mb5qrf7ny
0.175595999,True,6.48768401848461,14y9ru14du
0.177187324,False,6.831953565565855,z2n4w2lvuj
0.152515173,False,6.968850378341948,abcwwk8j44
0.175595999,True,6.939253946041508,m6aw5veqof
0.15583688,False,7.602900462204755,6lbv5uhykm
0.15583688,False,6.2422232654551655,9xyz8zlap8
0.175595999,True,6.9726062513017535,vc2ac751cz
0.15583688,False,7.007600613951853,vxyw6621ka
0.057332754,True,6.74993119378857,jls43v8rj0
0.175595999,True,6.966967138613983,ne1wq8w4qw
0.177187324,False,6.79794041297493,xdapyucpqa
0.177187324,False,7.577121930876679,rxphbopbuk
0.177187324,False,7.357556200910353,pm85lle7oc
0.15583688,False,7.961718815981363,4zpuq8ud9x
0.15583688,False,7.668561108015897,nh9sg3fncc
0.057332754,True,7.313220387090301,x784e4lcbj
0.193765879,False,6.803505257608338,satgb3rqke
0.317057014,False,6.444131256700441,78f1p4m7t2
0.101772845,True,7.730174795246222,mwacu22792
0.282314956,False,7.122866658599083,wsf5xp226q
0.373953938,False,7.0431599159883405,9fkbaxk3zu
0.373953938,False,7.833600223661103,np8fheoehh
0.373953938,False,6.529418838262226,hdblro1e9q
0.131476939,True,6.905753276311464,xyokc18f4l
0.131476939,True,6.606650186198215,so1m7krwy9
0.101772845,True,6.78332520060396,nkwr4ou2vr
0.193765879,False,6.61338421837956,b3kl0cgv2r
0.193765879,False,6.841615476477592,4c5xx9azr7
0.317057014,False,7.085901464365611,p5fnydw94c
0.101772845,True,7.385230923066573,epkefl89q5
0.282314956,False,6.748759547491679,36hk5eeq3x
0.373953938,False,6.76849321164863,wdgq8cekjp
0.317057014,False,6.990256500493881,3lr2j29be7
0.373953938,False,7.052721049232323,5zu5xn1fq8
0.373953938,False,7.027314514039777,ezjkm10dx5
0.193765879,False,7.074963197966044,ra0zaqlxos
0.282314956,False,6.74993119378857,evdgzy3cvj
0.317057014,False,6.948897222313312,0jrp4p98ro
0.317057014,False,6.661854740545311,koccaak1qr
0.282314956,False,7.090076835776092,lt0kapj5fz
0.282314956,False,6.828712071641684,j9vhr9vzec
0.317057014,False,6.802394763324311,m3g5101vta
0.317057014,False,6.576469569048224,p5fm86046c
0.317057014,False,7.164720378771857,tra6y98mle
0.317057014,False,6.811244378601294,w7t2pcpr1z
0.373953938,False,6.634633357861686,0l5gfo1s81
0.317057014,False,6.834108738813838,ja9zqgwnkl
0.101772845,True,7.664815785285735,zjgl4twyhs
0.282314956,False,6.840546529288687,somzvrxnz4
0.131476939,True,6.71174039505618,hs560646yd
0.101772845,True,6.641182169740591,7hhbw0w7y1
0.317057014,False,6.735780014242327,ygz7kz72u2
0.373953938,False,6.440946540632921,bcycp1bevl
0.193765879,False,6.467698726104354,aekg0u74jn
0.193765879,False,7.236339342754344,4q5dxb7nhf
0.317057014,False,7.160069207596127,luke3ctol0
0.317057014,False,6.918695219020472,79d4rp4wbh
0.317057014,False,6.309918278226516,w18v804q9v
0.282314956,False,6.725033642166843,sndaggja6a
0.193765879,False,6.565264970035361,50rd5uu19e
0.282314956,False,6.740519359606223,dthp9ekqaq
0.193765879,False,6.563855526532128,8tl61v5cpb
0.282314956,False,6.767343125265392,4edk6y2wlk
0.131476939,True,6.731018100482083,1qywoodmd2
0.101772845,True,7.285506548522785,1wzodbsf7y
0.282314956,False,6.542471960506805,d4b99ue0tu
0.282314956,False,6.7580945044277305,dcy113hjjm
0.282314956,False,7.10002716662926,xesfu0h98k
0.101772845,True,6.84587987526405,ea54kkhdyv
0.131476939,True,6.786716950605081,mhz82a74k9
0.101772845,True,6.673297967767654,7poq0nl7yt
0.373953938,False,6.453624998892692,21s95lnz0l
0.373953938,False,7.027314514039777,kcv5v2zj80
0.131476939,True,6.803505257608338,246unkcyak
0.193765879,False,7.625595072132453,11pz67y2jv
0.317057014,False,6.661854740545311,cpjzep1zv0
0.131476939,True,6.736966958001855,du57z90equ
0.101772845,True,7.361375428977347,jwcxuk91x6
0.373953938,False,6.583409222158765,k9k5bl7bsa
0.193765879,False,6.849066282633458,6mgqfqnfnt
0.101772845,True,6.395261598115449,y52zt9vjyf
0.373953938,False,6.852242569051878,xdomj2pout
0.282314956,False,6.230481447578482,gtj74gj1hs
0.193765879,False,6.642486801367256,kzt7mhlhq0
0.282314956,False,6.352629396319567,14y9ru14du
0.131476939,True,6.748759547491679,z2n4w2lvuj
0.373953938,False,6.693323668269949,rgkj29k85f
0.101772845,True,6.668228248417403,ylr2c47dx9
0.193765879,False,6.941190055068375,kzat707d4c
0.193765879,False,6.584791392385716,ppv7uctwr1
0.101772845,True,6.523562306149512,zsds20jhhb
0.373953938,False,6.259581464064923,2r8jyhe7un
0.282314956,False,6.508769136971682,9xyz8zlap8
0.193765879,False,6.692083742506628,4e6rrg22h5
0.131476939,True,6.756932389247553,vc2ac751cz
0.101772845,True,6.767343125265392,vxyw6621ka
0.282314956,False,6.865891074883439,jls43v8rj0
0.373953938,False,6.555356891810665,ne1wq8w4qw
0.373953938,False,6.461468176353717,xdapyucpqa
0.131476939,True,6.663132695990803,jrnkr73qqa
0.373953938,False,7.077498053569231,lpduruhrnk
0.101772845,True,6.692083742506628,etthd39jyc
0.317057014,False,6.461468176353717,uaydq1djrs
0.193765879,False,6.829793737512425,m7n1h07aw2
0.282314956,False,6.608000625296087,nh9sg3fncc
0.282314956,False,6.78332520060396,x784e4lcbj
0.190919042,True,6.982862751468942,satgb3rqke
0.097551465,True,7.120444372392488,1vz3fdcvtw
0.294550896,False,7.102499355774649,mwacu22792
0.321417093,False,6.727431724850855,wsf5xp226q
0.328268707,False,6.53813982376767,jjpm6guwej
0.190919042,True,6.570882962339584,so1m7krwy9
0.324015737,False,7.114769448366463,nkwr4ou2vr
0.328268707,False,6.703188113240863,ael4gl3t9n
0.328268707,False,6.778784897685177,bjdam1cm56
0.190919042,True,6.651571873589727,op2dnqu0a7
0.324015737,False,6.79794041297493,gl71hqusr0
0.097551465,True,6.690842277418564,b3kl0cgv2r
0.097551465,True,6.728628613084702,ze8q4rklbg
0.190919042,True,6.703188113240863,xqssc38w0c
0.097551465,True,6.968850378341948,4c5xx9azr7
0.324015737,False,6.652863029353347,h6swhj4mme
0.321417093,False,7.0317412587631285,spkx08cwjj
0.190919042,True,6.60934924316738,y8z6hxvply
0.328268707,False,6.677083461247136,wdgq8cekjp
0.324015737,False,6.966967138613983,5zu5xn1fq8
0.324015737,False,7.142827401161621,evdgzy3cvj
0.097551465,True,6.652863029353347,meoc92246n
0.190919042,True,6.608000625296087,0jrp4p98ro
0.190919042,True,6.692083742506628,nuoxoyemfp
0.190919042,True,6.628041376179533,j9vhr9vzec
0.328268707,False,7.042286171939743,m3g5101vta
0.294550896,False,7.111512116496157,p5fm86046c
0.097551465,True,6.877296071497429,y4puhchaf9
0.328268707,False,6.939253946041508,1lzneddpkq
0.324015737,False,7.43543801981455,92yp2w9v56
0.321417093,False,6.776506992372183,tra6y98mle
0.097551465,True,6.815639990074331,w7t2pcpr1z
0.294550896,False,6.572282542694008,0l5gfo1s81
0.328268707,False,6.660575149839686,emcqel00x3
0.328268707,False,7.180831199044556,ja9zqgwnkl
0.097551465,True,7.540621528657152,zjgl4twyhs
0.097551465,True,6.840546529288687,somzvrxnz4
0.097551465,True,6.70808408385307,uy86my9o9s
0.294550896,False,6.519147287940395,mketfayzl8
0.328268707,False,7.392031567514591,7hhbw0w7y1
0.324015737,False,6.261491684321042,ygz7kz72u2
0.328268707,False,6.6240652277998935,bcycp1bevl
0.321417093,False,6.572282542694008,gdlhwqulft
0.294550896,False,6.508769136971682,aekg0u74jn
0.097551465,True,7.07326971745971,zglqpt5fh7
0.324015737,False,7.387090235656757,luke3ctol0
0.190919042,True,6.543911845564792,w18v804q9v
0.294550896,False,6.664409020350408,sndaggja6a
0.321417093,False,7.150701457592526,frqx6vw2d1
0.190919042,True,6.335054251498059,3focjo2q2y
0.321417093,False,6.677083461247136,dol693zfl0
0.328268707,False,6.870053411798126,8tl61v5cpb
0.294550896,False,6.739336627357174,qpgf6y0h0r
0.321417093,False,6.682108597449809,d4b99ue0tu
0.328268707,False,6.51025834052315,xesfu0h98k
0.097551465,True,6.588926477533519,h0th05ppt7
0.190919042,True,6.668228248417403,bacqef0gje
0.190919042,True,7.887208585813932,5jdbzv6v5c
0.294550896,False,7.197435354096591,mhz82a74k9
0.328268707,False,6.727431724850855,g3flm4j14z
0.328268707,False,7.397561535524052,skb4uv2kf9
0.294550896,False,7.018401799069201,02cpp7rcbk
0.294550896,False,7.3864708488298945,11pz67y2jv
0.294550896,False,6.891625897052253,tzstmyxntu
0.190919042,True,7.478734825567875,3uxmxe02py
0.294550896,False,6.729824070489475,cpjzep1zv0
0.328268707,False,6.583409222158765,guqltyqrjz
0.097551465,True,6.45833828334479,du57z90equ
0.190919042,True,7.21890970761906,jwcxuk91x6
0.324015737,False,6.395261598115449,k9k5bl7bsa
0.328268707,False,6.672032945461067,aq8lxy7f2y
0.294550896,False,6.610696044717759,6mgqfqnfnt
0.321417093,False,7.025538314638521,va3hb1mkox
0.321417093,False,6.559615237493242,ctcq5oob70
0.294550896,False,6.568077911411976,xdomj2pout
0.190919042,True,6.498282149476434,rln6tvgsn6
0.190919042,True,6.775366090936392,meaaxoxjw2
0.321417093,False,6.957497370876951,tb47bk2csv
0.190919042,True,6.818924065275521,3mb5qrf7ny
0.321417093,False,6.513230110912307,14y9ru14du
0.321417093,False,6.61472560020376,z2n4w2lvuj
0.321417093,False,6.855408798609928,zc0tcyzalc
0.324015737,False,6.82001636467413,abcwwk8j44
0.294550896,False,6.502790045915623,4ntjz706ef
0.294550896,False,7.069874128458572,s4hekwenop
0.190919042,True,6.5998704992128365,wo6c5zy1c7
0.190919042,True,6.895682697747868,zsds20jhhb
0.324015737,False,6.961296045910167,68a6hn4uvz
0.324015737,False,6.444131256700441,9xyz8zlap8
0.324015737,False,7.095893221097532,4e6rrg22h5
0.097551465,True,6.587550014824796,vxyw6621ka
0.324015737,False,6.80128303447162,rxphbopbuk
0.190919042,True,6.582025138892826,kgyhdlaomp
0.190919042,True,7.526178913346146,lpduruhrnk
0.097551465,True,6.523562306149512,etthd39jyc
0.190919042,True,6.9957661563048505,pm85lle7oc
0.328268707,False,6.385194398997726,auc5fln1ss
0.324015737,False,7.704811922932594,4zpuq8ud9x
0.097551465,True,6.54534966033442,nh9sg3fncc
0.476619899,False,6.918695219020472,satgb3rqke
0.352136493,False,7.271703706887368,mwacu22792
0.352136493,False,6.766191714660351,wsf5xp226q
0.476619899,False,6.587550014824796,v75fv9pagb
0.28404367,True,7.824445930877619,jjpm6guwej
0.595319211,True,7.893572073504902,bjdam1cm56
0.654132903,False,6.71174039505618,op2dnqu0a7
0.352136493,False,6.984716320118266,ze8q4rklbg
0.28404367,True,6.61338421837956,sn1yu7vsxd
0.595319211,True,7.539027055823995,xqssc38w0c
0.476619899,False,6.75110146893676,h6swhj4mme
0.667362005,False,7.243512974665482,spkx08cwjj
0.28404367,True,7.033506484287697,epkefl89q5
0.654132903,False,6.784457062637643,36hk5eeq3x
0.476619899,False,7.735433352499688,hdquts93lv
0.352136493,False,7.01211529430638,y8z6hxvply
0.28404367,True,6.53813982376767,kha24hryvm
0.667362005,False,7.133295954896068,nrxcy3jh2z
0.476619899,False,6.9363427358340495,se4vr7yp8v
0.352136493,False,7.180069874302796,r5r8zoalta
0.28404367,True,7.697121317282625,ra0zaqlxos
0.595319211,True,7.009408932708637,0jrp4p98ro
0.476619899,False,6.802394763324311,koccaak1qr
0.595319211,True,7.108244139731541,nuoxoyemfp
0.28404367,True,7.180069874302796,69bk8m4fc2
0.28404367,True,7.252053951852814,j9vhr9vzec
0.476619899,False,6.849066282633458,m3g5101vta
0.352136493,False,7.414572881350589,p5fm86046c
0.352136493,False,7.193685818395112,y4puhchaf9
0.667362005,False,7.550135342488429,kd178dnoub
0.595319211,True,7.094234845924755,92yp2w9v56
0.476619899,False,7.141245122350491,gdwec44k4r
0.595319211,True,7.507690077819904,z02r2dprrd
0.595319211,True,7.035268599281097,tra6y98mle
0.476619899,False,6.765038976780541,w7t2pcpr1z
0.654132903,False,6.953684210870537,somzvrxnz4
0.595319211,True,7.410951875583635,uy86my9o9s
0.654132903,False,6.81783057145415,gdlhwqulft
0.28404367,True,6.915723448631314,aekg0u74jn
0.352136493,False,7.069874128458572,zglqpt5fh7
0.476619899,False,7.02108396428914,luke3ctol0
0.352136493,False,7.009408932708637,79d4rp4wbh
0.595319211,True,6.840546529288687,2usccf4uxc
0.352136493,False,7.249215057114389,w18v804q9v
0.476619899,False,7.063903961472068,bqho6xb6vp
0.595319211,True,8.269756947532983,frqx6vw2d1
0.667362005,False,7.330405211844402,l4avquduxt
0.352136493,False,7.56734567601324,dthp9ekqaq
0.476619899,False,7.3031700512368,3focjo2q2y
0.28404367,True,6.650279048587422,dol693zfl0
0.595319211,True,7.412160334945205,8tl61v5cpb
0.476619899,False,6.962243464266207,4edk6y2wlk
0.595319211,True,6.838405200847344,1qywoodmd2
0.595319211,True,7.074116816197362,d4b99ue0tu
0.352136493,False,6.842683282238422,dcy113hjjm
0.352136493,False,6.888572459565364,h0th05ppt7
0.595319211,True,7.354362330421477,bacqef0gje
0.595319211,True,6.683360945766275,p7h7xsjj50
0.654132903,False,7.375255778009754,kcv5v2zj80
0.28404367,True,7.091742115095153,skb4uv2kf9
0.352136493,False,7.392647520721623,246unkcyak
0.654132903,False,7.256297239690681,a0u2yg5j7e
0.352136493,False,6.950814768442584,11pz67y2jv
0.595319211,True,6.709304340258298,tzstmyxntu
0.476619899,False,7.297091005160418,3uxmxe02py
0.28404367,True,7.884199933676039,guqltyqrjz
0.667362005,False,8.155936337972394,jwcxuk91x6
0.667362005,False,7.044032897274685,k9k5bl7bsa
0.595319211,True,7.105786129481271,y52zt9vjyf
0.595319211,True,6.698268054115413,ctcq5oob70
0.667362005,False,6.745236349484363,rln6tvgsn6
0.654132903,False,7.00669522683704,meaaxoxjw2
0.654132903,False,7.436617265234227,rrded0u35m
0.667362005,False,7.459338895220296,tb47bk2csv
0.654132903,False,6.472346294500901,gtj74gj1hs
0.352136493,False,7.353722330399631,3mb5qrf7ny
0.667362005,False,7.422373700986824,rgkj29k85f
0.595319211,True,7.319202458767849,zc0tcyzalc
0.28404367,True,6.548219102762372,11s3zyvhm4
0.476619899,False,6.882437470997847,4ntjz706ef
0.28404367,True,7.266827347520591,awnat83w0r
0.352136493,False,7.153833801578843,s4hekwenop
0.28404367,True,6.776506992372183,wo6c5zy1c7
0.595319211,True,6.875232087276577,m6aw5veqof
0.352136493,False,7.182352111885263,6lbv5uhykm
0.28404367,True,7.013915474810528,68a6hn4uvz
0.352136493,False,7.138866999945524,2r8jyhe7un
0.476619899,False,7.289610521451167,9xyz8zlap8
0.476619899,False,7.333023014386481,r1c2epbxzl
0.28404367,True,7.346655163176539,vxyw6621ka
0.28404367,True,7.271008538280992,4suqxr8zom
0.476619899,False,7.525639975041535,jls43v8rj0
0.352136493,False,6.692083742506628,ne1wq8w4qw
0.595319211,True,6.844815479208263,kdxs9d2gww
0.476619899,False,6.81783057145415,6g6ama8qck
0.352136493,False,7.149131598557407,etthd39jyc
0.28404367,True,7.746300662231439,uaydq1djrs
0.595319211,True,6.825460036255307,m7n1h07aw2
0.667362005,False,7.401231264413015,4zpuq8ud9x
0.380894959,False,6.668228248417403,qck08emfde
0.081663668,True,6.848005274576363,78f1p4m7t2
0.380894959,False,7.071573364211532,1vz3fdcvtw
0.081663668,True,7.838737559599282,wsf5xp226q
0.272568762,False,6.994849985833071,v75fv9pagb
0.272568762,False,7.029087564149662,jjpm6guwej
0.081663668,True,6.9167150203536085,ael4gl3t9n
0.380894959,False,6.533788837933344,bjdam1cm56
0.272568762,False,6.814542897259958,b3kl0cgv2r
0.380894959,False,7.272398392570047,sn1yu7vsxd
0.380894959,False,6.555356891810665,xqssc38w0c
0.092699349,True,6.942156705699469,4c5xx9azr7
0.092699349,True,7.217443431696533,dbd0l1933k
0.380894959,False,7.253470382684528,spkx08cwjj
0.380894959,False,7.249925536717988,epkefl89q5
0.081663668,True,7.265429723253953,y8z6hxvply
0.364672005,False,6.505784060128229,kha24hryvm
0.081663668,True,6.941190055068375,nrxcy3jh2z
0.081663668,True,6.767343125265392,wdgq8cekjp
0.380894959,False,7.706162970199576,3lr2j29be7
0.272568762,False,7.034387929915503,se4vr7yp8v
0.281921923,False,6.626717749249025,5zu5xn1fq8
0.081663668,True,6.9957661563048505,ezjkm10dx5
0.081663668,True,6.669498089857879,961ytz4h4r
0.081663668,True,6.956545443151569,tfq4ylwp1x
0.272568762,False,6.6039438246004725,nuoxoyemfp
0.081663668,True,7.602401335665818,lt0kapj5fz
0.364672005,False,6.902742737158593,69bk8m4fc2
0.272568762,False,7.273786317844895,kfp2rkd57s
0.081663668,True,6.80128303447162,p5fm86046c
0.281921923,False,8.376320632534823,y4puhchaf9
0.081663668,True,6.570882962339584,1lzneddpkq
0.364672005,False,6.983789965258135,gdwec44k4r
0.281921923,False,6.993932975223189,tra6y98mle
0.364672005,False,7.353081920515432,w7t2pcpr1z
0.380894959,False,7.142827401161621,0l5gfo1s81
0.281921923,False,7.075808863978387,qtxcwuzoo4
0.364672005,False,7.2875606403097235,ja9zqgwnkl
0.281921923,False,6.721425700790643,somzvrxnz4
0.364672005,False,6.784457062637643,ygz7kz72u2
0.380894959,False,7.074963197966044,unzj7yx25l
0.092699349,True,6.656726524178391,gdlhwqulft
0.272568762,False,7.2875606403097235,yoo60pl9o6
0.081663668,True,6.97166860472579,zglqpt5fh7
0.364672005,False,6.52795791762255,prlu1sa9my
0.281921923,False,7.489970898834801,luke3ctol0
0.364672005,False,7.033506484287697,w18v804q9v
0.364672005,False,7.553810852008231,sndaggja6a
0.364672005,False,6.934397209928558,50rd5uu19e
0.281921923,False,7.301147805856032,frqx6vw2d1
0.092699349,True,7.315218389752975,vm3yk3su0e
0.272568762,False,7.160845906664299,dthp9ekqaq
0.092699349,True,7.794823152179389,3focjo2q2y
0.281921923,False,6.682108597449809,1qywoodmd2
0.081663668,True,6.717804695023691,rrf38z917v
0.364672005,False,7.221105098182496,qpgf6y0h0r
0.380894959,False,7.253470382684528,d4b99ue0tu
0.281921923,False,7.081708586105575,dcy113hjjm
0.281921923,False,6.320768294250582,xesfu0h98k
0.092699349,True,7.133295954896068,h0th05ppt7
0.380894959,False,6.688354713946762,ea54kkhdyv
0.081663668,True,6.759255270663693,5jdbzv6v5c
0.364672005,False,7.231287004327616,mhz82a74k9
0.092699349,True,6.97914527506881,864zg5t8jb
0.081663668,True,6.881411303642535,7poq0nl7yt
0.081663668,True,7.119635638017636,kcv5v2zj80
0.272568762,False,7.055312843339752,11pz67y2jv
0.281921923,False,6.807934943699926,tzstmyxntu
0.281921923,False,6.54965074223381,3uxmxe02py
0.092699349,True,7.223295679562314,cpjzep1zv0
0.281921923,False,6.411818267709897,guqltyqrjz
0.364672005,False,7.173191742486599,du57z90equ
0.272568762,False,7.143617602704121,jwcxuk91x6
0.380894959,False,6.842683282238422,k9k5bl7bsa
0.081663668,True,7.197435354096591,6mgqfqnfnt
0.092699349,True,6.945051063725834,va3hb1mkox
0.272568762,False,7.20934025660291,ctcq5oob70
0.364672005,False,6.539585955617669,rrded0u35m
0.380894959,False,7.353722330399631,tb47bk2csv
0.364672005,False,6.870053411798126,gtj74gj1hs
0.081663668,True,6.703188113240863,kzt7mhlhq0
0.281921923,False,6.975413927455952,3mb5qrf7ny
0.380894959,False,6.628041376179533,14y9ru14du
